t,x
2.933333333333333485e+03,5.970795454342657793e-01
2.966666666666666970e+03,5.813880522123027195e-01
3.000000000000000000e+03,5.609570312500000711e-01
3.033333333333333485e+03,5.622942902094658635e-01
3.066666666666666970e+03,5.645699642061761114e-01
3.100000000000000000e+03,5.642773437500000488e-01
3.133333333333333485e+03,5.633242708076957594e-01
3.166666666666666970e+03,5.829359211563840404e-01
3.200000000000000000e+03,5.774804687500000311e-01
3.233333333333333485e+03,5.781183986267902641e-01
3.266666666666666970e+03,5.778993315839036082e-01
3.300000000000000455e+03,5.799023437499999378e-01
3.333333333333333485e+03,3.638164083086909417e-01
3.366666666666666970e+03,2.772483084407018628e-01
3.400000000000000455e+03,2.782226562500001443e-01
3.433333333333333485e+03,2.788754647505132245e-01
3.466666666666666970e+03,2.767586591051840461e-01
3.500000000000000455e+03,2.738085937499998290e-01
3.533333333333333485e+03,2.715588395384191944e-01
3.566666666666666970e+03,2.711309897789697665e-01
3.600000000000000455e+03,2.707617187499999911e-01
3.633333333333333485e+03,2.495555878360558588e-01
3.666666666666666970e+03,2.467813865788591743e-01
3.700000000000000455e+03,2.493945312499999400e-01
3.733333333333333485e+03,2.486758169779826610e-01
3.766666666666666970e+03,2.501166209625557690e-01
3.800000000000000455e+03,2.477148437499999967e-01
3.833333333333333485e+03,2.473378932742222314e-01
3.866666666666666970e+03,2.475514883298945423e-01
3.900000000000000455e+03,2.490039062500001843e-01
3.933333333333333485e+03,2.490222958876757153e-01
3.966666666666666970e+03,2.488096458160163615e-01
4.000000000000000455e+03,2.634179687500003419e-01
4.033333333333333485e+03,2.654061267620588249e-01
4.066666666666666970e+03,2.649509885007108045e-01
4.100000000000000000e+03,2.636914062500000377e-01
4.133333333333333940e+03,2.640002613112947261e-01
4.166666666666666970e+03,2.643365680943687290e-01
4.200000000000000000e+03,2.657226562500000777e-01
4.233333333333333940e+03,2.750089625006305605e-01
4.266666666666666970e+03,2.747213361855360692e-01
4.300000000000000000e+03,2.747070312499999556e-01
4.333333333333333940e+03,2.946459345054335266e-01
4.366666666666666970e+03,2.933589468785611221e-01
4.400000000000000000e+03,2.937304687499999734e-01
4.433333333333333940e+03,2.945660077113786968e-01
4.466666666666666970e+03,2.941230647238682883e-01
4.500000000000000000e+03,2.952539062500000311e-01
4.533333333333333940e+03,2.919333935765549004e-01
4.566666666666666970e+03,2.909086404402742021e-01
4.600000000000000000e+03,2.924414062499999800e-01
4.633333333333333940e+03,3.704164145535773778e-01
4.666666666666666970e+03,5.763828926196310487e-01
4.700000000000000000e+03,5.786914062499999289e-01
4.733333333333333940e+03,5.791751676690248818e-01
4.766666666666666970e+03,5.808040315508504747e-01
4.800000000000000000e+03,5.831054687499999112e-01
4.833333333333333940e+03,5.847578201669439979e-01
4.866666666666666970e+03,5.861565227695312297e-01
4.900000000000000000e+03,5.994726562500001243e-01
4.933333333333333940e+03,5.985229469663821966e-01
4.966666666666666970e+03,5.984790133964330572e-01
5.000000000000000000e+03,5.979492187499999556e-01
5.033333333333333940e+03,5.991742068956525946e-01
5.066666666666666970e+03,6.000656699156784457e-01
5.100000000000000000e+03,7.508007812499999378e-01
5.133333333333333940e+03,7.514181372877609677e-01
5.166666666666666970e+03,7.517500267976672257e-01
5.200000000000000000e+03,7.501367187500000977e-01
5.233333333333333940e+03,7.503489022571525613e-01
5.266666666666666970e+03,7.515460836579972437e-01
5.300000000000000000e+03,7.522070312499999911e-01
5.333333333333333940e+03,7.510325874621943676e-01
5.366666666666666970e+03,5.755073085981634584e-01
5.400000000000000000e+03,4.060742187500001044e-01
5.433333333333333940e+03,4.073829034554966588e-01
5.466666666666666970e+03,4.071704557565006266e-01
5.500000000000000000e+03,4.064257812500000622e-01
5.533333333333333940e+03,4.068228373339317083e-01
5.566666666666666970e+03,3.677407951781447304e-01
5.600000000000000000e+03,3.714257812500000311e-01
5.633333333333333940e+03,3.718218993488003332e-01
5.666666666666666970e+03,3.734740744026420756e-01
5.700000000000000000e+03,3.447070312500001288e-01
5.733333333333333940e+03,3.354182929758460219e-01
5.766666666666666970e+03,3.356914920743932496e-01
5.800000000000000000e+03,3.352148437500000466e-01
5.833333333333333940e+03,3.360933056142006992e-01
5.866666666666666970e+03,3.365859687416215551e-01
5.900000000000000000e+03,3.247460937499999645e-01
5.933333333333333940e+03,3.192047210979325755e-01
5.966666666666666970e+03,3.193451094149604153e-01
6.000000000000000000e+03,3.188867187500000755e-01
6.033333333333333940e+03,3.206212850250202417e-01
6.066666666666666970e+03,3.192718943303061163e-01
6.100000000000000000e+03,3.195117187500000067e-01
6.133333333333333940e+03,4.136354613904672517e-01
6.166666666666666970e+03,4.160482338854332718e-01
6.200000000000000000e+03,4.173632812500000511e-01
6.233333333333333940e+03,4.169787803523742897e-01
6.266666666666666970e+03,4.158062822415594106e-01
6.300000000000000000e+03,4.390429687500000400e-01
6.333333333333333940e+03,5.677702593493918481e-01
6.366666666666666970e+03,5.699639700622646243e-01
6.400000000000000000e+03,5.718164062500000755e-01
6.433333333333333940e+03,5.730404658538260643e-01
6.466666666666666970e+03,5.730136713578496410e-01
6.500000000000000909e+03,5.741210937500003109e-01
6.533333333333333940e+03,5.753144421965558086e-01
6.566666666666666970e+03,5.801022428066558989e-01
6.600000000000000909e+03,5.827929687500000844e-01
6.633333333333333940e+03,5.840221441373594224e-01
6.666666666666666970e+03,5.839965722085848077e-01
6.700000000000000909e+03,5.845898437499998934e-01
6.733333333333333940e+03,5.856991880331253730e-01
6.766666666666666970e+03,5.847457068658412638e-01
6.800000000000000909e+03,5.969726562500003997e-01
6.833333333333333940e+03,5.961272123794274513e-01
6.866666666666666970e+03,5.972176462921313655e-01
6.900000000000000909e+03,5.972460937499995959e-01
6.933333333333333940e+03,5.977619002198547582e-01
6.966666666666666970e+03,5.972844894225824985e-01
7.000000000000000909e+03,5.966601562500001288e-01
7.033333333333333940e+03,5.979145380567503221e-01
7.066666666666666970e+03,6.011771603253281970e-01
7.100000000000000909e+03,5.993164062500002665e-01
7.133333333333333940e+03,6.013274364702841934e-01
7.166666666666666970e+03,6.012661485021463248e-01
7.200000000000000909e+03,6.004101562500006040e-01
7.233333333333333940e+03,6.002398686427036223e-01
7.266666666666666970e+03,5.826228313899042277e-01
7.300000000000000909e+03,5.824804687500002576e-01
7.333333333333333940e+03,5.817217415859441410e-01
7.366666666666666970e+03,5.818721002004459963e-01
7.400000000000000909e+03,5.818554687500006040e-01
7.433333333333333940e+03,5.808435062419741168e-01
7.466666666666666970e+03,5.804210624248640205e-01
7.500000000000000909e+03,5.635742187500001332e-01
7.533333333333333940e+03,5.679792785566442070e-01
7.566666666666666970e+03,5.679825713710346946e-01
7.600000000000000909e+03,5.692382812500001998e-01
7.633333333333333940e+03,5.691103686118209604e-01
7.666666666666666970e+03,5.728489266133431901e-01
7.700000000000000909e+03,5.725585937500001776e-01
7.733333333333333940e+03,5.740357092921775095e-01
7.766666666666666970e+03,5.729499494803360626e-01
7.800000000000000909e+03,5.716601562500001066e-01
7.833333333333333940e+03,5.735732311063257427e-01
7.866666666666666970e+03,5.741689984009149539e-01
7.900000000000000909e+03,5.650195312500000400e-01
7.933333333333333940e+03,5.653962422359800621e-01
7.966666666666666970e+03,5.654041778764206105e-01
8.000000000000000909e+03,5.662695312500001243e-01
8.033333333333333940e+03,4.666002917878020462e-01
8.066666666666666970e+03,2.962551287296654734e-01
8.100000000000000909e+03,2.975976562499998423e-01
8.133333333333333940e+03,2.987877064139313199e-01
8.166666666666666970e+03,2.992652903233187778e-01
8.200000000000000000e+03,2.993554687499999645e-01
8.233333333333333940e+03,2.995608147221570094e-01
8.266666666666667879e+03,3.005363842053049295e-01
8.300000000000000000e+03,2.997851562500000178e-01
8.333333333333333940e+03,3.010538431082823707e-01
8.366666666666667879e+03,3.011483311828212495e-01
8.400000000000000000e+03,3.008789062500000777e-01
8.433333333333333940e+03,3.001739617349673539e-01
8.466666666666667879e+03,2.983090558742471643e-01
8.500000000000000000e+03,2.982617187500000155e-01
8.533333333333333940e+03,2.983295428128283078e-01
8.566666666666667879e+03,2.985444405987711103e-01
8.600000000000000000e+03,5.068554687499999822e-01
8.633333333333333940e+03,6.034201353084742703e-01
8.666666666666667879e+03,5.988168445542657592e-01
8.700000000000000000e+03,5.979882812500000311e-01
8.733333333333333940e+03,5.991357116790290149e-01
8.766666666666667879e+03,5.969687671041293830e-01
8.800000000000000000e+03,5.966992187499999822e-01
8.833333333333333940e+03,5.968798418470298017e-01
8.866666666666667879e+03,6.460976518952789016e-01
8.900000000000000000e+03,6.410351562500001821e-01
8.933333333333333940e+03,6.379990945883127207e-01
8.966666666666667879e+03,6.388756747409726211e-01
9.000000000000000000e+03,6.400976562500000355e-01
9.033333333333333940e+03,6.400243619500775027e-01
9.066666666666667879e+03,6.392757074419236352e-01
9.100000000000000000e+03,6.393945312500000089e-01
9.133333333333333940e+03,6.392600999179608445e-01
9.166666666666667879e+03,6.311870071103800051e-01
9.200000000000000000e+03,6.308789062500000933e-01
9.233333333333333940e+03,6.310400320024611709e-01
9.266666666666667879e+03,6.315038359497242570e-01
9.300000000000000000e+03,6.323242187500000000e-01
9.333333333333333940e+03,6.324391645922775584e-01
9.366666666666667879e+03,6.336603670051721426e-01
9.400000000000000000e+03,6.323242187500001110e-01
9.433333333333333940e+03,6.326483008361202254e-01
9.466666666666667879e+03,6.218282073066478954e-01
9.500000000000000000e+03,6.220898437500000933e-01
9.533333333333333940e+03,6.214111680190728126e-01
9.566666666666667879e+03,6.216713275230749680e-01
9.600000000000000000e+03,6.215429687500000355e-01
9.633333333333333940e+03,6.212927982738911670e-01
9.666666666666667879e+03,6.200016133878449853e-01
9.700000000000000000e+03,5.946289062499999778e-01
9.733333333333333940e+03,5.935073070049526889e-01
9.766666666666667879e+03,5.937873266119404470e-01
9.800000000000000000e+03,5.929492187500001732e-01
9.833333333333333940e+03,5.928780478987888403e-01
9.866666666666667879e+03,5.937327497583588798e-01
9.900000000000000000e+03,6.403320312500000444e-01
9.933333333333333940e+03,6.403674814689781503e-01
9.966666666666667879e+03,6.393622946797411499e-01
1.000000000000000000e+04,6.396679687500000933e-01
1.003333333333333394e+04,6.397349286810863900e-01
1.006666666666666788e+04,6.396716892764193751e-01
1.010000000000000000e+04,6.397460937500001332e-01
1.013333333333333394e+04,6.405662562128153770e-01
1.016666666666666788e+04,6.399273302459892454e-01
1.020000000000000000e+04,6.248632812500001243e-01
1.023333333333333394e+04,6.249639437511446127e-01
1.026666666666666788e+04,6.268034330550948940e-01
1.030000000000000000e+04,6.266601562500001554e-01
1.033333333333333394e+04,6.271669821657721577e-01
1.036666666666666788e+04,6.276997936750846607e-01
1.040000000000000000e+04,6.272851562500001421e-01
1.043333333333333394e+04,6.247914560737171108e-01
1.046666666666666788e+04,6.236562311517710455e-01
1.050000000000000000e+04,6.243164062500001776e-01
1.053333333333333394e+04,6.251702418607010259e-01
1.056666666666666788e+04,6.243666038598091328e-01
1.060000000000000000e+04,6.030273437500001110e-01
1.063333333333333394e+04,5.835843123424934165e-01
1.066666666666666788e+04,5.843479627518758379e-01
1.070000000000000000e+04,5.845117187499999645e-01
1.073333333333333394e+04,5.838615052801977567e-01
1.076666666666666788e+04,5.853687237395358567e-01
1.080000000000000000e+04,5.856835937500001199e-01
1.083333333333333394e+04,5.852275692925699158e-01
1.086666666666666788e+04,5.895119883197957877e-01
1.090000000000000000e+04,5.980273437500001066e-01
1.093333333333333394e+04,5.995366171072716854e-01
1.096666666666666788e+04,5.994689915590731832e-01
1.100000000000000000e+04,6.014648437500000888e-01
1.103333333333333394e+04,5.992321545933030347e-01
1.106666666666666788e+04,5.998063376397240187e-01
1.110000000000000000e+04,5.996679687500000577e-01
1.113333333333333394e+04,5.991299901662012761e-01
1.116666666666666788e+04,5.997851329157952716e-01
1.120000000000000000e+04,5.976757812500000933e-01
1.123333333333333394e+04,5.983900396303745151e-01
1.126666666666666788e+04,5.984141262920635862e-01
1.130000000000000000e+04,6.009179687500000311e-01
1.133333333333333394e+04,5.981073283147105846e-01
1.136666666666666788e+04,5.989554970218277097e-01
1.140000000000000000e+04,6.005273437500001643e-01
1.143333333333333394e+04,5.591543576309024877e-01
1.146666666666666788e+04,5.633881754000802378e-01
1.150000000000000000e+04,5.631445312500001910e-01
1.153333333333333394e+04,5.630823576235031158e-01
1.156666666666666788e+04,5.633529427779329080e-01
1.160000000000000000e+04,5.622460937500001199e-01
1.163333333333333394e+04,5.624087320237145526e-01
1.166666666666666788e+04,5.632272953654655634e-01
1.170000000000000000e+04,5.779101562499999734e-01
1.173333333333333394e+04,5.754380229630926546e-01
1.176666666666666788e+04,5.751674870147609475e-01
1.180000000000000000e+04,5.761132812500000533e-01
1.183333333333333394e+04,5.759096006459830663e-01
1.186666666666666788e+04,5.771020094510408427e-01
1.190000000000000000e+04,5.777539062500000044e-01
1.193333333333333394e+04,5.787182831049469955e-01
1.196666666666666788e+04,5.795073560141121849e-01
1.200000000000000000e+04,5.787304687500001155e-01
1.203333333333333394e+04,5.770708624730344072e-01
1.206666666666666788e+04,5.356002901820156037e-01
1.210000000000000000e+04,3.159960937500000400e-01
1.213333333333333394e+04,3.160276050488816657e-01
1.216666666666666788e+04,3.182522871319307667e-01
1.220000000000000000e+04,3.180664062500000999e-01
1.223333333333333394e+04,3.172751927649192227e-01
1.226666666666666788e+04,3.176744657867408561e-01
1.230000000000000000e+04,3.167773437499999956e-01
1.233333333333333394e+04,3.174230876375889188e-01
1.236666666666666788e+04,3.187123835276189365e-01
1.240000000000000000e+04,3.027929687500000577e-01
1.243333333333333394e+04,3.019319633819929627e-01
1.246666666666666788e+04,3.005249892217632945e-01
1.250000000000000000e+04,2.993164062500000555e-01
1.253333333333333394e+04,3.003471484781449763e-01
1.256666666666666788e+04,3.011748046510148158e-01
1.260000000000000000e+04,3.021679687500000155e-01
1.263333333333333394e+04,3.024657891222510830e-01
1.266666666666666788e+04,3.147501620701006475e-01
1.270000000000000000e+04,3.142773437499999933e-01
1.273333333333333394e+04,3.147072704815487842e-01
1.276666666666666788e+04,3.147839348597614717e-01
1.280000000000000000e+04,2.736914062499999911e-01
1.283333333333333394e+04,2.721834479366963544e-01
1.286666666666666788e+04,2.721540519402252389e-01
1.290000000000000182e+04,2.720507812500003175e-01
1.293333333333333394e+04,2.712578336027851589e-01
1.296666666666666788e+04,2.709533864994133623e-01
1.300000000000000182e+04,2.711132812499995048e-01
1.303333333333333394e+04,2.717484757118155958e-01
1.306666666666666788e+04,2.622496015159065941e-01
1.310000000000000182e+04,2.608398437500007994e-01
1.313333333333333394e+04,2.600625923220878377e-01
1.316666666666666788e+04,2.615310508378549947e-01
1.320000000000000182e+04,2.610742187500000311e-01
1.323333333333333394e+04,2.602539162618381363e-01
1.326666666666666788e+04,2.616326903266001369e-01
1.330000000000000182e+04,2.653710937500012301e-01
1.333333333333333394e+04,2.734936726925291106e-01
1.336666666666666788e+04,2.735543245841535187e-01
1.340000000000000182e+04,2.732617187499998268e-01
1.343333333333333394e+04,2.739120504974992265e-01
1.346666666666666788e+04,2.741553590420753306e-01
1.350000000000000182e+04,2.742382812500002154e-01
1.353333333333333394e+04,2.742189684088636170e-01
1.356666666666666788e+04,2.744593496605587934e-01
1.360000000000000182e+04,2.990039062500000067e-01
1.363333333333333394e+04,2.955145562778180857e-01
1.366666666666666788e+04,2.943801496963975861e-01
1.370000000000000182e+04,2.947851562500001243e-01
1.373333333333333394e+04,2.945649694759336357e-01
1.376666666666666788e+04,3.037509597032406750e-01
1.380000000000000182e+04,3.466210937499996092e-01
1.383333333333333394e+04,3.467718632807211265e-01
1.386666666666666788e+04,3.477039851311274909e-01
1.390000000000000182e+04,3.485351562500000333e-01
1.393333333333333394e+04,3.474996350964926206e-01
1.396666666666666788e+04,3.648161858303045624e-01
1.400000000000000182e+04,3.884179687500002864e-01
1.403333333333333394e+04,3.897701976646273936e-01
1.406666666666666788e+04,3.906265377236590175e-01
1.410000000000000182e+04,3.886523437499996292e-01
1.413333333333333394e+04,3.839264576936215478e-01
1.416666666666666788e+04,3.937854058502415766e-01
1.420000000000000182e+04,3.826097790948268518e-01
1.423333333333333394e+04,3.656079721006490479e-01
1.426666666666666788e+04,3.542359104765853695e-01
1.430000000000000182e+04,3.524804687500008304e-01
1.433333333333333394e+04,3.563003423736295083e-01
1.436666666666666788e+04,3.584719316032256575e-01
1.440000000000000182e+04,3.591210937499997868e-01
1.443333333333333394e+04,3.589885878089980609e-01
1.446666666666666788e+04,4.060738140377037064e-01
1.450000000000000182e+04,4.131054687500002043e-01
1.453333333333333394e+04,4.143855294293001812e-01
1.456666666666666788e+04,4.142905140161971533e-01
1.460000000000000182e+04,4.146679687500003375e-01
1.463333333333333394e+04,4.148283675635585088e-01
1.466666666666666788e+04,4.140653897786002458e-01
1.470000000000000182e+04,4.152148437500002842e-01
1.473333333333333394e+04,4.139706434203284657e-01
1.476666666666666788e+04,4.294047300887460228e-01
1.480000000000000182e+04,4.302539062500000400e-01
1.483333333333333394e+04,4.325943457969037009e-01
1.486666666666666788e+04,4.316656974168694982e-01
1.490000000000000182e+04,3.189257812499993738e-01
1.493333333333333394e+04,3.219879256917212440e-01
1.496666666666666788e+04,3.220470636946670129e-01
1.500000000000000182e+04,3.229101562499995803e-01
1.503333333333333394e+04,3.222152736480648483e-01
1.506666666666666788e+04,3.208853194412654153e-01
1.510000000000000182e+04,3.226757812499991829e-01
1.513333333333333394e+04,3.229107435421149086e-01
1.516666666666666788e+04,3.220636335644341264e-01
1.520000000000000182e+04,3.259960937500009370e-01
1.523333333333333394e+04,3.237773906081417019e-01
1.526666666666666788e+04,3.253299014352030727e-01
1.530000000000000182e+04,3.244335937500004707e-01
1.533333333333333394e+04,3.237754736228434238e-01
1.536666666666666788e+04,3.247698746632772804e-01
1.540000000000000182e+04,3.031445312499939093e-01
1.543333333333333394e+04,2.787088213661280123e-01
1.546666666666666788e+04,2.776483513810818482e-01
1.550000000000000182e+04,2.782617187500002753e-01
1.553333333333333394e+04,2.788325623129849218e-01
1.556666666666666788e+04,2.785648361540962181e-01
1.560000000000000182e+04,2.790820312499994182e-01
1.563333333333333394e+04,2.787380005085660084e-01
1.566666666666666788e+04,2.790752613465362630e-01
1.570000000000000182e+04,2.517773437500009370e-01
1.573333333333333394e+04,2.555006825718246222e-01
1.576666666666666788e+04,2.554374679266703252e-01
1.580000000000000182e+04,2.554101562500006861e-01
1.583333333333333394e+04,2.560428662650784393e-01
1.586666666666666788e+04,2.612094858727644908e-01
1.590000000000000182e+04,2.610351562500002331e-01
1.593333333333333394e+04,2.615778981267105618e-01
1.596666666666666788e+04,2.608882665187985395e-01
1.600000000000000182e+04,2.620507812500003086e-01
1.603333333333333394e+04,2.609874232169078767e-01
1.606666666666666788e+04,2.598630914503713418e-01
1.610000000000000182e+04,2.600195312500000466e-01
1.613333333333333394e+04,2.608248220207912693e-01
1.616666666666666788e+04,2.721282405009554095e-01
1.620000000000000182e+04,2.730664062499995604e-01
1.623333333333333394e+04,2.732689477550668267e-01
1.626666666666666788e+04,2.726405250705892236e-01
1.630000000000000182e+04,2.736523437500002487e-01
1.633333333333333394e+04,2.919163639322761017e-01
1.636666666666666788e+04,2.908231835710698987e-01
1.640000000000000000e+04,2.913867187499999956e-01
1.643333333333333576e+04,2.904014268894839490e-01
1.646666666666666788e+04,2.925782399891415086e-01
1.650000000000000000e+04,2.917382812500000089e-01
1.653333333333333576e+04,2.927021458560664091e-01
1.656666666666666788e+04,2.915542249025173671e-01
1.660000000000000000e+04,2.954101562500000555e-01
1.663333333333333576e+04,2.933406643049957796e-01
1.666666666666666788e+04,2.932487682223138825e-01
1.670000000000000000e+04,2.945117187500000400e-01
1.673333333333333576e+04,2.571605007778201002e-01
1.676666666666666788e+04,2.592132140244040039e-01
1.680000000000000000e+04,2.601367187500000511e-01
1.683333333333333576e+04,2.590228610808653631e-01
1.686666666666666788e+04,2.527503696291204527e-01
1.690000000000000000e+04,2.249414062499999756e-01
1.693333333333333576e+04,2.240177788268744308e-01
1.696666666666666788e+04,2.250656330358478396e-01
1.700000000000000000e+04,2.263867187500000211e-01
1.703333333333333576e+04,2.261298557252502672e-01
1.706666666666666788e+04,2.267778825694154177e-01
1.710000000000000000e+04,2.567773437500000533e-01
1.713333333333333576e+04,2.536387860884069534e-01
1.716666666666666788e+04,2.542071662968999890e-01
1.720000000000000000e+04,2.543945312500000000e-01
1.723333333333333576e+04,2.557808920303516476e-01
1.726666666666666788e+04,2.571902862039197601e-01
1.730000000000000000e+04,2.580664062500000466e-01
1.733333333333333576e+04,2.588623313761101441e-01
1.736666666666666788e+04,2.578473153099440363e-01
1.740000000000000000e+04,2.577929687500000733e-01
1.743333333333333576e+04,2.596607613139781390e-01
1.746666666666666788e+04,5.102601909538837521e-01
1.750000000000000000e+04,5.678320312500000355e-01
1.753333333333333576e+04,5.676534267060985295e-01
1.756666666666666788e+04,5.687578709630659590e-01
1.760000000000000000e+04,5.688085937500000355e-01
1.763333333333333576e+04,5.908254519546961570e-01
1.766666666666666788e+04,6.123701037897775201e-01
1.770000000000000000e+04,5.969726562500000666e-01
1.773333333333333576e+04,5.977630493221578467e-01
1.776666666666666788e+04,5.980555043081265953e-01
1.780000000000000000e+04,5.654882812499999467e-01
1.783333333333333576e+04,4.814258939803864878e-01
1.786666666666666788e+04,4.819403948411556948e-01
1.790000000000000000e+04,4.840039062500000044e-01
1.793333333333333576e+04,3.674896600255521673e-01
1.796666666666666788e+04,3.401511353552156280e-01
1.800000000000000000e+04,3.430664062499999556e-01
1.803333333333333576e+04,3.426846299502319115e-01
1.806666666666666788e+04,3.429928959679379163e-01
1.810000000000000000e+04,3.433007812500000755e-01
1.813333333333333576e+04,3.686547849977486746e-01
1.816666666666666788e+04,3.685383005462569139e-01
1.820000000000000000e+04,3.691210937500000178e-01
1.823333333333333576e+04,3.680773960620540297e-01
1.826666666666666788e+04,3.694017668993649917e-01
1.830000000000000000e+04,3.700585937500000533e-01
1.833333333333333576e+04,3.714941721562534105e-01
1.836666666666666788e+04,3.307273822157580923e-01
1.840000000000000000e+04,3.334570312500000355e-01
1.843333333333333576e+04,3.350815342420289666e-01
1.846666666666666788e+04,3.352381419829711384e-01
1.850000000000000000e+04,3.348242187500000133e-01
1.853333333333333576e+04,3.363743587215089481e-01
1.856666666666666788e+04,3.175711749856168775e-01
1.860000000000000000e+04,3.218554687499999845e-01
1.863333333333333576e+04,4.309507121158181464e-01
1.866666666666666788e+04,4.296355493327279618e-01
1.870000000000000000e+04,4.291210937500000711e-01
1.873333333333333576e+04,4.296858016556335258e-01
1.876666666666666788e+04,4.298340178262294309e-01
1.880000000000000000e+04,4.285351562500000488e-01
1.883333333333333576e+04,4.285330358150232222e-01
1.886666666666666788e+04,2.394461334889022297e-01
1.890000000000000000e+04,1.718164062500000533e-01
1.893333333333333576e+04,1.709148969096460080e-01
1.896666666666666788e+04,1.706505556242581267e-01
1.900000000000000000e+04,1.704492187500000477e-01
1.903333333333333576e+04,1.708671164807873677e-01
1.906666666666666788e+04,1.482674648662118122e-01
1.910000000000000000e+04,1.395898437499999978e-01
1.913333333333333576e+04,1.383687007332039809e-01
1.916666666666666788e+04,1.381680684148565430e-01
1.920000000000000000e+04,1.392773437500000044e-01
1.923333333333333576e+04,1.393889412966073382e-01
1.926666666666666788e+04,1.381498378251786729e-01
1.930000000000000000e+04,1.258007812499999933e-01
1.933333333333333576e+04,1.290167867512600763e-01
1.936666666666666788e+04,1.299428173846338685e-01
1.940000000000000000e+04,1.299804687500000222e-01
