t,x,y
6.300000000000000000e+01,4.868525900669947726e-01,4.547322201713608347e-01
6.400000000000000000e+01,4.869460538009297013e-01,4.547322201713608347e-01
6.500000000000000000e+01,4.868525900669947726e-01,4.547322201713608347e-01
6.600000000000000000e+01,4.866656625991249707e-01,4.543583652356211755e-01
6.700000000000000000e+01,4.865721988651900420e-01,4.542337469237079373e-01
6.800000000000000000e+01,4.864787351312551134e-01,4.542337469237079373e-01
6.900000000000000000e+01,4.864787351312551134e-01,4.544829835475343582e-01
7.000000000000000000e+01,4.864787351312551134e-01,4.541091286117946435e-01
7.100000000000000000e+01,4.863852713973201292e-01,4.543583652356211755e-01
7.200000000000000000e+01,4.863852713973201292e-01,4.542337469237079373e-01
7.300000000000000000e+01,4.864787351312551134e-01,4.541091286117946435e-01
7.400000000000000000e+01,4.865721988651900420e-01,4.542337469237079373e-01
7.500000000000000000e+01,4.867591263330597884e-01,4.542337469237079373e-01
7.600000000000000000e+01,4.867591263330597884e-01,4.547322201713608347e-01
7.700000000000000000e+01,4.867591263330597884e-01,4.551060751071004939e-01
7.800000000000000000e+01,4.870395175348646299e-01,4.542337469237079373e-01
7.900000000000000000e+01,4.868525900669947726e-01,4.533614187403153806e-01
8.000000000000000000e+01,4.871329812687995586e-01,4.539845102998814608e-01
8.100000000000000000e+01,4.868525900669947726e-01,4.541091286117946435e-01
8.200000000000000000e+01,4.868525900669947726e-01,4.541091286117946435e-01
8.300000000000000000e+01,4.869460538009297013e-01,4.546076018594475965e-01
8.400000000000000000e+01,4.869460538009297013e-01,4.548568384832740730e-01
8.500000000000000000e+01,4.869460538009297013e-01,4.549814567951873112e-01
8.600000000000000000e+01,4.869460538009297013e-01,4.551060751071004939e-01
8.700000000000000000e+01,4.868525900669947726e-01,4.552306934190137322e-01
8.800000000000000000e+01,4.866656625991249707e-01,4.552306934190137322e-01
8.900000000000000000e+01,4.868525900669947726e-01,4.551060751071004939e-01
9.000000000000000000e+01,4.869460538009297013e-01,4.548568384832740730e-01
9.100000000000000000e+01,4.871329812687995586e-01,4.546076018594475965e-01
9.200000000000000000e+01,4.868525900669947726e-01,4.543583652356211755e-01
9.300000000000000000e+01,4.869460538009297013e-01,4.552306934190137322e-01
9.400000000000000000e+01,4.871329812687995586e-01,4.561030216024062889e-01
9.500000000000000000e+01,4.870395175348646299e-01,4.562276399143195271e-01
9.600000000000000000e+01,4.869460538009297013e-01,4.552306934190137322e-01
9.700000000000000000e+01,4.869460538009297013e-01,4.549814567951873112e-01
9.800000000000000000e+01,4.866656625991249707e-01,4.551060751071004939e-01
9.900000000000000000e+01,4.868525900669947726e-01,4.552306934190137322e-01
1.000000000000000000e+02,4.865721988651900420e-01,4.554799300428402087e-01
1.010000000000000000e+02,4.864787351312551134e-01,4.557291666666665741e-01
1.020000000000000000e+02,4.864787351312551134e-01,4.558537849785799234e-01
1.030000000000000000e+02,4.864787351312551134e-01,4.553553117309269704e-01
1.040000000000000000e+02,4.864787351312551134e-01,4.559784032904930506e-01
1.050000000000000000e+02,4.864787351312551134e-01,4.559784032904930506e-01
1.060000000000000000e+02,4.864787351312551134e-01,4.558537849785799234e-01
1.070000000000000000e+02,4.863852713973201292e-01,4.549814567951873112e-01
1.080000000000000000e+02,4.863852713973201292e-01,4.558537849785799234e-01
1.090000000000000000e+02,4.863852713973201292e-01,4.554799300428402087e-01
1.100000000000000000e+02,4.864787351312551134e-01,4.554799300428402087e-01
1.110000000000000000e+02,4.861983439294503828e-01,4.554799300428402087e-01
1.120000000000000000e+02,4.860114164615805254e-01,4.546076018594475965e-01
1.130000000000000000e+02,4.860114164615805254e-01,4.543583652356211755e-01
1.140000000000000000e+02,4.860114164615805254e-01,4.542337469237079373e-01
1.150000000000000000e+02,4.860114164615805254e-01,4.543583652356211755e-01
1.160000000000000000e+02,4.860114164615805254e-01,4.541091286117946435e-01
1.170000000000000000e+02,4.860114164615805254e-01,4.546076018594475965e-01
1.180000000000000000e+02,4.861048801955154541e-01,4.551060751071004939e-01
1.190000000000000000e+02,4.866656625991249707e-01,4.556045483547534469e-01
1.200000000000000000e+02,4.865721988651900420e-01,4.556045483547534469e-01
1.210000000000000000e+02,4.867591263330597884e-01,4.563522582262327654e-01
1.220000000000000000e+02,4.869460538009297013e-01,4.563522582262327654e-01
1.230000000000000000e+02,4.870395175348646299e-01,4.561030216024062889e-01
1.240000000000000000e+02,4.868525900669947726e-01,4.566014948500591863e-01
1.250000000000000000e+02,4.866656625991249707e-01,4.572245864096253221e-01
1.260000000000000000e+02,4.870395175348646299e-01,4.578476779691914023e-01
1.270000000000000000e+02,4.868525900669947726e-01,4.579722962811047515e-01
1.280000000000000000e+02,4.867591263330597884e-01,4.582215329049311170e-01
1.290000000000000000e+02,4.866656625991249707e-01,4.583461512168443552e-01
1.300000000000000000e+02,4.866656625991249707e-01,4.575984413453650368e-01
1.310000000000000000e+02,4.867591263330597884e-01,4.569753497857989011e-01
1.320000000000000000e+02,4.866656625991249707e-01,4.566014948500591863e-01
1.330000000000000000e+02,4.866656625991249707e-01,4.564768765381460036e-01
1.340000000000000000e+02,4.861983439294503828e-01,4.564768765381460036e-01
1.350000000000000000e+02,4.863852713973201292e-01,4.537352736760550953e-01
1.360000000000000000e+02,4.864787351312551134e-01,4.538598919879682225e-01
1.370000000000000000e+02,4.862918076633852005e-01,4.539845102998814608e-01
1.380000000000000000e+02,4.861983439294503828e-01,4.533614187403153806e-01
1.390000000000000000e+02,4.864787351312551134e-01,4.544829835475343582e-01
1.400000000000000000e+02,4.863852713973201292e-01,4.536106553641417460e-01
1.410000000000000000e+02,4.864787351312551134e-01,4.544829835475343582e-01
1.420000000000000000e+02,4.861048801955154541e-01,4.533614187403153806e-01
1.430000000000000000e+02,4.856375615258408662e-01,4.536106553641417460e-01
1.440000000000000000e+02,4.856375615258408662e-01,4.538598919879682225e-01
1.450000000000000000e+02,4.857310252597757949e-01,4.539845102998814608e-01
1.460000000000000000e+02,4.856375615258408662e-01,4.538598919879682225e-01
1.470000000000000000e+02,4.857310252597757949e-01,4.547322201713608347e-01
1.480000000000000000e+02,4.859179527276455413e-01,4.539845102998814608e-01
1.490000000000000000e+02,4.859179527276455413e-01,4.538598919879682225e-01
1.500000000000000000e+02,4.861048801955154541e-01,4.537352736760550953e-01
1.510000000000000000e+02,4.861983439294503828e-01,4.531121821164889596e-01
1.520000000000000000e+02,4.860114164615805254e-01,4.529875638045756658e-01
1.530000000000000000e+02,4.861048801955154541e-01,4.531121821164889596e-01
1.540000000000000000e+02,4.861983439294503828e-01,4.528629454926624276e-01
1.550000000000000000e+02,4.865721988651900420e-01,4.526137088688360066e-01
1.560000000000000000e+02,4.867591263330597884e-01,4.518659989973566327e-01
1.570000000000000000e+02,4.865721988651900420e-01,4.514921440616170289e-01
1.580000000000000000e+02,4.864787351312551134e-01,4.497474876948317490e-01
1.590000000000000000e+02,4.863852713973201292e-01,4.499967243186582810e-01
1.600000000000000000e+02,4.862918076633852005e-01,4.486259228876127714e-01
1.610000000000000000e+02,4.860114164615805254e-01,4.480028313280466357e-01
1.620000000000000000e+02,4.859179527276455413e-01,4.477535947042202147e-01
1.630000000000000000e+02,4.859179527276455413e-01,4.480028313280466357e-01
1.640000000000000000e+02,4.858244889937106126e-01,4.482520679518731122e-01
1.650000000000000000e+02,4.857310252597757949e-01,4.489997778233524861e-01
1.660000000000000000e+02,4.857310252597757949e-01,4.492490144471788516e-01
1.670000000000000000e+02,4.859179527276455413e-01,4.496228693829185663e-01
1.680000000000000000e+02,4.861048801955154541e-01,4.516167623735301562e-01
1.690000000000000000e+02,4.860114164615805254e-01,4.517413806854433944e-01
1.700000000000000000e+02,4.861048801955154541e-01,4.517413806854433944e-01
1.710000000000000000e+02,4.862918076633852005e-01,4.528629454926624276e-01
1.720000000000000000e+02,4.866656625991249707e-01,4.539845102998814608e-01
1.730000000000000000e+02,4.866656625991249707e-01,4.542337469237079373e-01
1.740000000000000000e+02,4.865721988651900420e-01,4.541091286117946435e-01
1.750000000000000000e+02,4.861983439294503828e-01,4.541091286117946435e-01
1.760000000000000000e+02,4.860114164615805254e-01,4.531121821164889596e-01
1.770000000000000000e+02,4.860114164615805254e-01,4.526137088688360066e-01
1.780000000000000000e+02,4.860114164615805254e-01,4.521152356211831091e-01
1.790000000000000000e+02,4.859179527276455413e-01,4.519906173092698154e-01
1.800000000000000000e+02,4.858244889937106126e-01,4.518659989973566327e-01
1.810000000000000000e+02,4.859179527276455413e-01,4.517413806854433944e-01
1.820000000000000000e+02,4.856375615258408662e-01,4.516167623735301562e-01
1.830000000000000000e+02,4.853571703240360247e-01,4.494982510710053281e-01
1.840000000000000000e+02,4.853571703240360247e-01,4.472551214565672617e-01
1.850000000000000000e+02,4.852637065901012070e-01,4.470058848327407852e-01
1.860000000000000000e+02,4.853571703240360247e-01,4.477535947042202147e-01
1.870000000000000000e+02,4.851702428561662228e-01,4.480028313280466357e-01
1.880000000000000000e+02,4.853571703240360247e-01,4.483766862637863504e-01
1.890000000000000000e+02,4.855440977919058820e-01,4.491243961352656133e-01
1.900000000000000000e+02,4.854506340579709534e-01,4.498721060067450428e-01
1.910000000000000000e+02,4.853571703240360247e-01,4.492490144471788516e-01
1.920000000000000000e+02,4.854506340579709534e-01,4.504951975663111785e-01
1.930000000000000000e+02,4.855440977919058820e-01,4.506198158782244167e-01
1.940000000000000000e+02,4.859179527276455413e-01,4.508690525020508377e-01
1.950000000000000000e+02,4.861983439294503828e-01,4.513675257497036797e-01
1.960000000000000000e+02,4.873199087366693605e-01,4.517413806854433944e-01
1.970000000000000000e+02,4.893761108832376250e-01,4.522398539330962919e-01
1.980000000000000000e+02,4.928342690388295422e-01,4.526137088688360066e-01
1.990000000000000000e+02,4.932081239745693124e-01,4.553553117309269704e-01
2.000000000000000000e+02,4.993767304142739394e-01,4.552306934190137322e-01
2.010000000000000000e+02,5.055453368539786219e-01,4.551060751071004939e-01
2.020000000000000000e+02,5.125551168990976070e-01,4.569753497857989011e-01
2.030000000000000000e+02,5.213407078889800150e-01,4.564768765381460036e-01
2.040000000000000000e+02,5.263877495214657198e-01,4.562276399143195271e-01
2.050000000000000000e+02,5.361079778506973037e-01,4.551060751071004939e-01
2.060000000000000000e+02,5.465759160514082060e-01,4.559784032904930506e-01
2.070000000000000000e+02,5.566699993163795046e-01,4.568507314738856628e-01
2.080000000000000000e+02,5.602216212059064615e-01,4.583461512168443552e-01
2.090000000000000000e+02,5.734934714246650023e-01,4.603400442074559451e-01
2.100000000000000000e+02,5.873261040470330041e-01,4.598415709598031031e-01
2.110000000000000000e+02,5.913450446062346044e-01,4.602154258955428179e-01
2.120000000000000000e+02,5.987286795870931932e-01,4.599661892717163414e-01
2.130000000000000000e+02,6.019999102748153641e-01,4.599661892717163414e-01
2.140000000000000000e+02,6.125613122094611951e-01,4.627077921338072497e-01
2.150000000000000000e+02,6.197580197224500376e-01,4.656986316197246900e-01
2.160000000000000000e+02,6.197580197224500376e-01,4.656986316197246900e-01
2.170000000000000000e+02,6.412546785274815253e-01,4.710572190319934349e-01
2.180000000000000000e+02,6.434978081419195917e-01,4.780358444991341105e-01
2.190000000000000000e+02,6.456474740224226183e-01,4.802789741135720658e-01
2.200000000000000000e+02,6.530311090032814292e-01,4.809020656731382015e-01
2.210000000000000000e+02,6.606016714520097644e-01,4.852637065901010960e-01
2.220000000000000000e+02,6.642467570754716499e-01,4.866345080211466612e-01
2.230000000000000000e+02,6.691068712400873864e-01,4.878806911402788771e-01
2.240000000000000000e+02,6.734062030010937727e-01,4.906222940023698409e-01
2.250000000000000000e+02,6.764905062209460862e-01,4.913700038738492704e-01
2.260000000000000000e+02,6.804159830462126468e-01,4.912453855619359211e-01
2.270000000000000000e+02,6.826591126606507132e-01,4.913700038738492704e-01
2.280000000000000000e+02,6.837806774678698574e-01,4.917438588095888741e-01
2.290000000000000000e+02,6.841545324036094611e-01,4.918684771215021123e-01
2.300000000000000000e+02,6.841545324036094611e-01,4.917438588095888741e-01
2.310000000000000000e+02,6.840610686696745324e-01,4.926161869929814863e-01
2.320000000000000000e+02,6.837806774678698574e-01,4.924915686810682480e-01
2.330000000000000000e+02,6.833133587981952140e-01,4.923669503691550098e-01
2.340000000000000000e+02,6.828460401285205705e-01,4.923669503691550098e-01
2.350000000000000000e+02,6.823787214588460381e-01,4.922423320572417715e-01
2.360000000000000000e+02,6.820048665231063234e-01,4.912453855619359211e-01
2.370000000000000000e+02,6.821917939909761808e-01,4.916192404976756358e-01
2.380000000000000000e+02,6.820983302570412521e-01,4.921177137453285333e-01
2.390000000000000000e+02,6.821917939909761808e-01,4.921177137453285333e-01
2.400000000000000000e+02,6.821917939909761808e-01,4.921177137453285333e-01
2.410000000000000000e+02,6.820983302570412521e-01,4.921177137453285333e-01
2.420000000000000000e+02,6.819114027891713947e-01,4.919930954334153506e-01
2.430000000000000000e+02,6.819114027891713947e-01,4.913700038738492704e-01
2.440000000000000000e+02,6.815375478534317910e-01,4.906222940023698409e-01
2.450000000000000000e+02,6.813506203855619336e-01,4.911207672500227939e-01
2.460000000000000000e+02,6.811636929176919653e-01,4.904976756904566582e-01
2.470000000000000000e+02,6.810702291837571476e-01,4.899992024428037052e-01
2.480000000000000000e+02,6.810702291837571476e-01,4.891268742594110930e-01
2.490000000000000000e+02,6.811636929176919653e-01,4.883791643879317745e-01
2.500000000000000000e+02,6.812571566516270050e-01,4.880053094521921153e-01
2.510000000000000000e+02,6.814440841194968623e-01,4.877560728283656388e-01
2.520000000000000000e+02,6.813506203855619336e-01,4.880053094521921153e-01
2.530000000000000000e+02,6.815375478534317910e-01,4.883791643879317745e-01
2.540000000000000000e+02,6.817244753213015374e-01,4.881299277641053536e-01
2.550000000000000000e+02,6.820983302570412521e-01,4.877560728283656388e-01
2.560000000000000000e+02,6.823787214588460381e-01,4.878806911402788771e-01
2.570000000000000000e+02,6.823787214588460381e-01,4.878806911402788771e-01
2.580000000000000000e+02,6.823787214588460381e-01,4.878806911402788771e-01
2.590000000000000000e+02,6.823787214588460381e-01,4.880053094521921153e-01
2.600000000000000000e+02,6.822852577249111095e-01,4.878806911402788771e-01
2.610000000000000000e+02,6.822852577249111095e-01,4.876314545164524561e-01
2.620000000000000000e+02,6.822852577249111095e-01,4.877560728283656388e-01
2.630000000000000000e+02,6.822852577249111095e-01,4.877560728283656388e-01
2.640000000000000000e+02,6.822852577249111095e-01,4.881299277641053536e-01
2.650000000000000000e+02,6.815375478534317910e-01,4.886284010117582510e-01
2.660000000000000000e+02,6.811636929176919653e-01,4.888776376355847275e-01
2.670000000000000000e+02,6.810702291837571476e-01,4.888776376355847275e-01
2.680000000000000000e+02,6.811636929176919653e-01,4.887530193236714893e-01
2.690000000000000000e+02,6.808833017158872902e-01,4.887530193236714893e-01
2.700000000000000000e+02,6.805094467801476865e-01,4.890022559474978547e-01
2.710000000000000000e+02,6.802290555783427894e-01,4.891268742594110930e-01
2.720000000000000000e+02,6.803225193122777181e-01,4.890022559474978547e-01
2.730000000000000000e+02,6.802290555783427894e-01,4.896253475070639904e-01
2.740000000000000000e+02,6.802290555783427894e-01,4.888776376355847275e-01
2.750000000000000000e+02,6.803225193122777181e-01,4.888776376355847275e-01
2.760000000000000000e+02,6.802290555783427894e-01,4.890022559474978547e-01
2.770000000000000000e+02,6.802290555783427894e-01,4.898745841308905224e-01
2.780000000000000000e+02,6.801355918444079718e-01,4.903730573785434199e-01
2.790000000000000000e+02,6.800421281104730431e-01,4.908715306261963174e-01
2.800000000000000000e+02,6.799486643765381144e-01,4.913700038738492704e-01
2.810000000000000000e+02,6.799486643765381144e-01,4.919930954334153506e-01
2.820000000000000000e+02,6.799486643765381144e-01,4.916192404976756358e-01
2.830000000000000000e+02,6.798552006426031857e-01,4.917438588095888741e-01
2.840000000000000000e+02,6.799486643765381144e-01,4.917438588095888741e-01
2.850000000000000000e+02,6.800421281104730431e-01,4.921177137453285333e-01
2.860000000000000000e+02,6.800421281104730431e-01,4.912453855619359211e-01
2.870000000000000000e+02,6.800421281104730431e-01,4.903730573785434199e-01
2.880000000000000000e+02,6.800421281104730431e-01,4.907469123142830791e-01
2.890000000000000000e+02,6.799486643765381144e-01,4.907469123142830791e-01
2.900000000000000000e+02,6.800421281104730431e-01,4.908715306261963174e-01
2.910000000000000000e+02,6.802290555783427894e-01,4.908715306261963174e-01
2.920000000000000000e+02,6.802290555783427894e-01,4.908715306261963174e-01
2.930000000000000000e+02,6.803225193122777181e-01,4.908715306261963174e-01
2.940000000000000000e+02,6.800421281104730431e-01,4.906222940023698409e-01
2.950000000000000000e+02,6.799486643765381144e-01,4.912453855619359211e-01
2.960000000000000000e+02,6.799486643765381144e-01,4.917438588095888741e-01
2.970000000000000000e+02,6.799486643765381144e-01,4.926161869929814863e-01
2.980000000000000000e+02,6.800421281104730431e-01,4.924915686810682480e-01
2.990000000000000000e+02,6.797617369086682571e-01,4.931146602406343837e-01
3.000000000000000000e+02,6.796682731747334394e-01,4.926161869929814863e-01
3.010000000000000000e+02,6.795748094407983997e-01,4.927408053048946690e-01
3.020000000000000000e+02,6.798552006426031857e-01,4.921177137453285333e-01
3.030000000000000000e+02,6.797617369086682571e-01,4.919930954334153506e-01
3.040000000000000000e+02,6.800421281104730431e-01,4.922423320572417715e-01
3.050000000000000000e+02,6.803225193122777181e-01,4.918684771215021123e-01
3.060000000000000000e+02,6.803225193122777181e-01,4.918684771215021123e-01
3.070000000000000000e+02,6.803225193122777181e-01,4.918684771215021123e-01
3.080000000000000000e+02,6.803225193122777181e-01,4.922423320572417715e-01
3.090000000000000000e+02,6.803225193122777181e-01,4.936131334882873367e-01
3.100000000000000000e+02,6.804159830462126468e-01,4.936131334882873367e-01
3.110000000000000000e+02,6.805094467801476865e-01,4.934885151763740985e-01
3.120000000000000000e+02,6.806029105140826152e-01,4.933638968644607492e-01
3.130000000000000000e+02,6.806963742480174329e-01,4.932392785525476220e-01
3.140000000000000000e+02,6.809767654498222189e-01,4.931146602406343837e-01
3.150000000000000000e+02,6.810702291837571476e-01,4.929900419287212010e-01
3.160000000000000000e+02,6.811636929176919653e-01,4.927408053048946690e-01
3.170000000000000000e+02,6.809767654498222189e-01,4.926161869929814863e-01
3.180000000000000000e+02,6.807898379819523615e-01,4.923669503691550098e-01
3.190000000000000000e+02,6.807898379819523615e-01,4.921177137453285333e-01
3.200000000000000000e+02,6.806963742480174329e-01,4.921177137453285333e-01
3.210000000000000000e+02,6.806029105140826152e-01,4.921177137453285333e-01
3.220000000000000000e+02,6.808833017158872902e-01,4.918684771215021123e-01
3.230000000000000000e+02,6.810702291837571476e-01,4.918684771215021123e-01
3.240000000000000000e+02,6.811636929176919653e-01,4.918684771215021123e-01
3.250000000000000000e+02,6.812571566516270050e-01,4.919930954334153506e-01
3.260000000000000000e+02,6.815375478534317910e-01,4.919930954334153506e-01
3.270000000000000000e+02,6.815375478534317910e-01,4.919930954334153506e-01
3.280000000000000000e+02,6.815375478534317910e-01,4.916192404976756358e-01
3.290000000000000000e+02,6.816310115873666087e-01,4.911207672500227939e-01
3.300000000000000000e+02,6.813506203855619336e-01,4.909961489381095556e-01
3.310000000000000000e+02,6.811636929176919653e-01,4.919930954334153506e-01
3.320000000000000000e+02,6.810702291837571476e-01,4.919930954334153506e-01
3.330000000000000000e+02,6.811636929176919653e-01,4.919930954334153506e-01
3.340000000000000000e+02,6.811636929176919653e-01,4.921177137453285333e-01
3.350000000000000000e+02,6.811636929176919653e-01,4.918684771215021123e-01
3.360000000000000000e+02,6.810702291837571476e-01,4.914946221857623976e-01
3.370000000000000000e+02,6.810702291837571476e-01,4.922423320572417715e-01
3.380000000000000000e+02,6.810702291837571476e-01,4.929900419287212010e-01
3.390000000000000000e+02,6.808833017158872902e-01,4.929900419287212010e-01
3.400000000000000000e+02,6.807898379819523615e-01,4.933638968644607492e-01
3.410000000000000000e+02,6.807898379819523615e-01,4.928654236168079072e-01
3.420000000000000000e+02,6.808833017158872902e-01,4.923669503691550098e-01
3.430000000000000000e+02,6.809767654498222189e-01,4.921177137453285333e-01
3.440000000000000000e+02,6.811636929176919653e-01,4.919930954334153506e-01
3.450000000000000000e+02,6.811636929176919653e-01,4.913700038738492704e-01
3.460000000000000000e+02,6.812571566516270050e-01,4.912453855619359211e-01
3.470000000000000000e+02,6.813506203855619336e-01,4.911207672500227939e-01
3.480000000000000000e+02,6.814440841194968623e-01,4.912453855619359211e-01
3.490000000000000000e+02,6.814440841194968623e-01,4.914946221857623976e-01
3.500000000000000000e+02,6.816310115873666087e-01,4.916192404976756358e-01
3.510000000000000000e+02,6.819114027891713947e-01,4.916192404976756358e-01
3.520000000000000000e+02,6.818179390552364660e-01,4.913700038738492704e-01
3.530000000000000000e+02,6.819114027891713947e-01,4.912453855619359211e-01
3.540000000000000000e+02,6.820048665231063234e-01,4.907469123142830791e-01
3.550000000000000000e+02,6.820048665231063234e-01,4.911207672500227939e-01
3.560000000000000000e+02,6.822852577249111095e-01,4.914946221857623976e-01
3.570000000000000000e+02,6.822852577249111095e-01,4.907469123142830791e-01
3.580000000000000000e+02,6.821917939909761808e-01,4.907469123142830791e-01
3.590000000000000000e+02,6.826591126606507132e-01,4.907469123142830791e-01
3.600000000000000000e+02,6.825656489267157845e-01,4.899992024428037052e-01
3.610000000000000000e+02,6.824721851927809668e-01,4.897499658189772842e-01
3.620000000000000000e+02,6.825656489267157845e-01,4.895007291951508077e-01
3.630000000000000000e+02,6.823787214588460381e-01,4.898745841308905224e-01
3.640000000000000000e+02,6.825656489267157845e-01,4.896253475070639904e-01
3.650000000000000000e+02,6.828460401285205705e-01,4.892514925713244422e-01
3.660000000000000000e+02,6.829395038624556102e-01,4.892514925713244422e-01
3.670000000000000000e+02,6.829395038624556102e-01,4.892514925713244422e-01
3.680000000000000000e+02,6.829395038624556102e-01,4.890022559474978547e-01
3.690000000000000000e+02,6.830329675963904279e-01,4.888776376355847275e-01
3.700000000000000000e+02,6.829395038624556102e-01,4.888776376355847275e-01
3.710000000000000000e+02,6.828460401285205705e-01,4.873822178926259796e-01
3.720000000000000000e+02,6.831264313303253566e-01,4.867591263330598994e-01
3.730000000000000000e+02,6.833133587981952140e-01,4.863852713973201847e-01
3.740000000000000000e+02,6.833133587981952140e-01,4.866345080211466612e-01
3.750000000000000000e+02,6.831264313303253566e-01,4.866345080211466612e-01
3.760000000000000000e+02,6.829395038624556102e-01,4.870083629568862649e-01
3.770000000000000000e+02,6.827525763945856419e-01,4.872575995807127414e-01
3.780000000000000000e+02,6.827525763945856419e-01,4.875068362045391623e-01
3.790000000000000000e+02,6.826591126606507132e-01,4.876314545164524561e-01
3.800000000000000000e+02,6.827525763945856419e-01,4.873822178926259796e-01
3.810000000000000000e+02,6.826591126606507132e-01,4.882545460760185918e-01
3.820000000000000000e+02,6.825656489267157845e-01,4.891268742594110930e-01
3.830000000000000000e+02,6.828460401285205705e-01,4.892514925713244422e-01
3.840000000000000000e+02,6.827525763945856419e-01,4.895007291951508077e-01
3.850000000000000000e+02,6.829395038624556102e-01,4.883791643879317745e-01
3.860000000000000000e+02,6.831264313303253566e-01,4.881299277641053536e-01
3.870000000000000000e+02,6.832198950642602853e-01,4.880053094521921153e-01
