t,x,y
5.900000000000000000e+01,4.976009194695104609e-01,4.308055042840214788e-01
6.000000000000000000e+01,4.976943832034453896e-01,4.309301225959347170e-01
6.100000000000000000e+01,4.974139920016407146e-01,4.300577944125421603e-01
6.200000000000000000e+01,4.976009194695104609e-01,4.300577944125421603e-01
6.300000000000000000e+01,4.977878469373803738e-01,4.300577944125421603e-01
6.400000000000000000e+01,4.977878469373803738e-01,4.298085577887156283e-01
6.500000000000000000e+01,4.977878469373803738e-01,4.296839394768024456e-01
6.600000000000000000e+01,4.976943832034453896e-01,4.290608479172363654e-01
6.700000000000000000e+01,4.976943832034453896e-01,4.289362296053231272e-01
6.800000000000000000e+01,4.976009194695104609e-01,4.289362296053231272e-01
6.900000000000000000e+01,4.977878469373803738e-01,4.293100845410627309e-01
7.000000000000000000e+01,4.976009194695104609e-01,4.294347028529760801e-01
7.100000000000000000e+01,4.976009194695104609e-01,4.294347028529760801e-01
7.200000000000000000e+01,4.976009194695104609e-01,4.295593211648892074e-01
7.300000000000000000e+01,4.976943832034453896e-01,4.303070310363685813e-01
7.400000000000000000e+01,4.976009194695104609e-01,4.300577944125421603e-01
7.500000000000000000e+01,4.976009194695104609e-01,4.308055042840214788e-01
7.600000000000000000e+01,4.976009194695104609e-01,4.308055042840214788e-01
7.700000000000000000e+01,4.976009194695104609e-01,4.304316493482817640e-01
7.800000000000000000e+01,4.974139920016407146e-01,4.300577944125421603e-01
7.900000000000000000e+01,4.971336007998358730e-01,4.300577944125421603e-01
8.000000000000000000e+01,4.967597458640962138e-01,4.300577944125421603e-01
8.100000000000000000e+01,4.968532095980311425e-01,4.300577944125421603e-01
8.200000000000000000e+01,4.968532095980311425e-01,4.303070310363685813e-01
8.300000000000000000e+01,4.968532095980311425e-01,4.304316493482817640e-01
8.400000000000000000e+01,4.971336007998358730e-01,4.304316493482817640e-01
8.500000000000000000e+01,4.973205282677057859e-01,4.305562676601950578e-01
8.600000000000000000e+01,4.974139920016407146e-01,4.305562676601950578e-01
8.700000000000000000e+01,4.973205282677057859e-01,4.309301225959347170e-01
8.800000000000000000e+01,4.973205282677057859e-01,4.313039775316744318e-01
8.900000000000000000e+01,4.972270645337708017e-01,4.321763057150669884e-01
9.000000000000000000e+01,4.969466733319661267e-01,4.327993972746331242e-01
9.100000000000000000e+01,4.968532095980311425e-01,4.327993972746331242e-01
9.200000000000000000e+01,4.967597458640962138e-01,4.330486338984595451e-01
9.300000000000000000e+01,4.964793546622914833e-01,4.329240155865463069e-01
9.400000000000000000e+01,4.963858909283565546e-01,4.331732522103727834e-01
9.500000000000000000e+01,4.962924271944216259e-01,4.329240155865463069e-01
9.600000000000000000e+01,4.963858909283565546e-01,4.325501606508066477e-01
9.700000000000000000e+01,4.964793546622914833e-01,4.321763057150669884e-01
9.800000000000000000e+01,4.966662821301612851e-01,4.319270690912405120e-01
9.900000000000000000e+01,4.966662821301612851e-01,4.320516874031536947e-01
1.000000000000000000e+02,4.967597458640962138e-01,4.321763057150669884e-01
1.010000000000000000e+02,4.968532095980311425e-01,4.326747789627198859e-01
1.020000000000000000e+02,4.969466733319661267e-01,4.329240155865463069e-01
1.030000000000000000e+02,4.968532095980311425e-01,4.334224888341992599e-01
1.040000000000000000e+02,4.968532095980311425e-01,4.339209620818521018e-01
1.050000000000000000e+02,4.968532095980311425e-01,4.340455803937653401e-01
1.060000000000000000e+02,4.968532095980311425e-01,4.340455803937653401e-01
1.070000000000000000e+02,4.969466733319661267e-01,4.344194353295050548e-01
1.080000000000000000e+02,4.970401370659009443e-01,4.339209620818521018e-01
1.090000000000000000e+02,4.971336007998358730e-01,4.344194353295050548e-01
1.100000000000000000e+02,4.972270645337708017e-01,4.347932902652447140e-01
1.110000000000000000e+02,4.973205282677057859e-01,4.345440536414182375e-01
1.120000000000000000e+02,4.976009194695104609e-01,4.347932902652447140e-01
1.130000000000000000e+02,4.976009194695104609e-01,4.347932902652447140e-01
1.140000000000000000e+02,4.975074557355755323e-01,4.347932902652447140e-01
1.150000000000000000e+02,4.976009194695104609e-01,4.349179085771579523e-01
1.160000000000000000e+02,4.976943832034453896e-01,4.350425268890711905e-01
1.170000000000000000e+02,4.978813106713153025e-01,4.351671452009843732e-01
1.180000000000000000e+02,4.979747744052501202e-01,4.350425268890711905e-01
1.190000000000000000e+02,4.980682381391850488e-01,4.350425268890711905e-01
1.200000000000000000e+02,4.979747744052501202e-01,4.350425268890711905e-01
1.210000000000000000e+02,4.979747744052501202e-01,4.350425268890711905e-01
1.220000000000000000e+02,4.978813106713153025e-01,4.351671452009843732e-01
1.230000000000000000e+02,4.980682381391850488e-01,4.354163818248108497e-01
1.240000000000000000e+02,4.980682381391850488e-01,4.350425268890711905e-01
1.250000000000000000e+02,4.981617018731200330e-01,4.355410001367240880e-01
1.260000000000000000e+02,4.983486293409898904e-01,4.354163818248108497e-01
1.270000000000000000e+02,4.982551656070549617e-01,4.354163818248108497e-01
1.280000000000000000e+02,4.981617018731200330e-01,4.351671452009843732e-01
1.290000000000000000e+02,4.982551656070549617e-01,4.354163818248108497e-01
1.300000000000000000e+02,4.981617018731200330e-01,4.352917635128976115e-01
1.310000000000000000e+02,4.980682381391850488e-01,4.352917635128976115e-01
1.320000000000000000e+02,4.982551656070549617e-01,4.352917635128976115e-01
1.330000000000000000e+02,4.982551656070549617e-01,4.357902367605504534e-01
1.340000000000000000e+02,4.981617018731200330e-01,4.356656184486373262e-01
1.350000000000000000e+02,4.981617018731200330e-01,4.356656184486373262e-01
1.360000000000000000e+02,4.981617018731200330e-01,4.356656184486373262e-01
1.370000000000000000e+02,4.982551656070549617e-01,4.359148550724638027e-01
1.380000000000000000e+02,4.981617018731200330e-01,4.359148550724638027e-01
1.390000000000000000e+02,4.981617018731200330e-01,4.362887100082034064e-01
1.400000000000000000e+02,4.983486293409898904e-01,4.359148550724638027e-01
1.410000000000000000e+02,4.982551656070549617e-01,4.356656184486373262e-01
1.420000000000000000e+02,4.983486293409898904e-01,4.357902367605504534e-01
1.430000000000000000e+02,4.982551656070549617e-01,4.359148550724638027e-01
1.440000000000000000e+02,4.983486293409898904e-01,4.372856565035092014e-01
1.450000000000000000e+02,4.982551656070549617e-01,4.369118015677695421e-01
1.460000000000000000e+02,4.983486293409898904e-01,4.365379466320298829e-01
1.470000000000000000e+02,4.983486293409898904e-01,4.362887100082034064e-01
1.480000000000000000e+02,4.984420930749247081e-01,4.365379466320298829e-01
1.490000000000000000e+02,4.984420930749247081e-01,4.365379466320298829e-01
1.500000000000000000e+02,4.984420930749247081e-01,4.366625649439430656e-01
1.510000000000000000e+02,4.983486293409898904e-01,4.366625649439430656e-01
1.520000000000000000e+02,4.985355568088596923e-01,4.366625649439430656e-01
1.530000000000000000e+02,4.986290205427946209e-01,4.367871832558563039e-01
1.540000000000000000e+02,4.986290205427946209e-01,4.361640916962901682e-01
1.550000000000000000e+02,4.984420930749247081e-01,4.364133283201166447e-01
1.560000000000000000e+02,4.985355568088596923e-01,4.361640916962901682e-01
1.570000000000000000e+02,4.985355568088596923e-01,4.361640916962901682e-01
1.580000000000000000e+02,4.986290205427946209e-01,4.360394733843769299e-01
1.590000000000000000e+02,4.986290205427946209e-01,4.359148550724638027e-01
1.600000000000000000e+02,4.988159480106644783e-01,4.357902367605504534e-01
1.610000000000000000e+02,4.987224842767295496e-01,4.350425268890711905e-01
1.620000000000000000e+02,4.987224842767295496e-01,4.352917635128976115e-01
1.630000000000000000e+02,4.987224842767295496e-01,4.352917635128976115e-01
1.640000000000000000e+02,4.987224842767295496e-01,4.354163818248108497e-01
1.650000000000000000e+02,4.986290205427946209e-01,4.351671452009843732e-01
1.660000000000000000e+02,4.982551656070549617e-01,4.349179085771579523e-01
1.670000000000000000e+02,4.982551656070549617e-01,4.349179085771579523e-01
1.680000000000000000e+02,4.984420930749247081e-01,4.349179085771579523e-01
1.690000000000000000e+02,4.985355568088596923e-01,4.349179085771579523e-01
1.700000000000000000e+02,4.986290205427946209e-01,4.349179085771579523e-01
1.710000000000000000e+02,4.986290205427946209e-01,4.351671452009843732e-01
1.720000000000000000e+02,4.986290205427946209e-01,4.352917635128976115e-01
1.730000000000000000e+02,4.987224842767295496e-01,4.350425268890711905e-01
1.740000000000000000e+02,4.985355568088596923e-01,4.349179085771579523e-01
1.750000000000000000e+02,4.987224842767295496e-01,4.347932902652447140e-01
1.760000000000000000e+02,4.986290205427946209e-01,4.347932902652447140e-01
1.770000000000000000e+02,4.990028754785342802e-01,4.346686719533314758e-01
1.780000000000000000e+02,4.990963392124692088e-01,4.351671452009843732e-01
1.790000000000000000e+02,4.990963392124692088e-01,4.351671452009843732e-01
1.800000000000000000e+02,4.990963392124692088e-01,4.351671452009843732e-01
1.810000000000000000e+02,4.993767304142739394e-01,4.361640916962901682e-01
1.820000000000000000e+02,4.994701941482088681e-01,4.366625649439430656e-01
1.830000000000000000e+02,4.994701941482088681e-01,4.365379466320298829e-01
1.840000000000000000e+02,4.992832666803390662e-01,4.367871832558563039e-01
1.850000000000000000e+02,4.993767304142739394e-01,4.366625649439430656e-01
1.860000000000000000e+02,4.993767304142739394e-01,4.366625649439430656e-01
1.870000000000000000e+02,4.992832666803390662e-01,4.361640916962901682e-01
1.880000000000000000e+02,4.991898029464041375e-01,4.361640916962901682e-01
1.890000000000000000e+02,4.992832666803390662e-01,4.359148550724638027e-01
1.900000000000000000e+02,4.992832666803390662e-01,4.355410001367240880e-01
1.910000000000000000e+02,4.996571216160787254e-01,4.352917635128976115e-01
1.920000000000000000e+02,4.995636578821437968e-01,4.355410001367240880e-01
1.930000000000000000e+02,4.997505853500137096e-01,4.357902367605504534e-01
1.940000000000000000e+02,4.996571216160787254e-01,4.354163818248108497e-01
1.950000000000000000e+02,4.995636578821437968e-01,4.354163818248108497e-01
1.960000000000000000e+02,4.995636578821437968e-01,4.354163818248108497e-01
1.970000000000000000e+02,4.995636578821437968e-01,4.357902367605504534e-01
1.980000000000000000e+02,4.997505853500137096e-01,4.359148550724638027e-01
1.990000000000000000e+02,4.997505853500137096e-01,4.360394733843769299e-01
2.000000000000000000e+02,4.998440490839485273e-01,4.360394733843769299e-01
2.010000000000000000e+02,4.998440490839485273e-01,4.365379466320298829e-01
2.020000000000000000e+02,4.995636578821437968e-01,4.364133283201166447e-01
2.030000000000000000e+02,4.997505853500137096e-01,4.364133283201166447e-01
2.040000000000000000e+02,4.999375128178834560e-01,4.364133283201166447e-01
2.050000000000000000e+02,5.000309765518183847e-01,4.359148550724638027e-01
2.060000000000000000e+02,5.000309765518183847e-01,4.355410001367240880e-01
2.070000000000000000e+02,4.999375128178834560e-01,4.355410001367240880e-01
2.080000000000000000e+02,5.001244402857533133e-01,4.355410001367240880e-01
2.090000000000000000e+02,5.002179040196882420e-01,4.354163818248108497e-01
2.100000000000000000e+02,5.004982952214930281e-01,4.355410001367240880e-01
2.110000000000000000e+02,5.005917589554279568e-01,4.356656184486373262e-01
2.120000000000000000e+02,5.005917589554279568e-01,4.359148550724638027e-01
2.130000000000000000e+02,5.005917589554279568e-01,4.362887100082034064e-01
2.140000000000000000e+02,5.005917589554279568e-01,4.364133283201166447e-01
2.150000000000000000e+02,5.005917589554279568e-01,4.364133283201166447e-01
2.160000000000000000e+02,5.004982952214930281e-01,4.365379466320298829e-01
2.170000000000000000e+02,5.004982952214930281e-01,4.364133283201166447e-01
2.180000000000000000e+02,5.004048314875580994e-01,4.365379466320298829e-01
2.190000000000000000e+02,5.004048314875580994e-01,4.365379466320298829e-01
2.200000000000000000e+02,5.003113677536230597e-01,4.365379466320298829e-01
2.210000000000000000e+02,5.004982952214930281e-01,4.365379466320298829e-01
2.220000000000000000e+02,5.004982952214930281e-01,4.366625649439430656e-01
2.230000000000000000e+02,5.005917589554279568e-01,4.367871832558563039e-01
2.240000000000000000e+02,5.004048314875580994e-01,4.372856565035092014e-01
2.250000000000000000e+02,5.004048314875580994e-01,4.377841297511621543e-01
2.260000000000000000e+02,5.004048314875580994e-01,4.379087480630752816e-01
2.270000000000000000e+02,5.003113677536230597e-01,4.379087480630752816e-01
2.280000000000000000e+02,5.003113677536230597e-01,4.392795494941208467e-01
2.290000000000000000e+02,5.004048314875580994e-01,4.390303128702943702e-01
2.300000000000000000e+02,5.004982952214930281e-01,4.387810762464679493e-01
2.310000000000000000e+02,5.004982952214930281e-01,4.390303128702943702e-01
2.320000000000000000e+02,5.005917589554279568e-01,4.387810762464679493e-01
2.330000000000000000e+02,5.006852226893628854e-01,4.385318396226414173e-01
2.340000000000000000e+02,5.006852226893628854e-01,4.376595114392489161e-01
2.350000000000000000e+02,5.012460050929723465e-01,4.382826029988149963e-01
2.360000000000000000e+02,5.014329325608422039e-01,4.381579846869018691e-01
2.370000000000000000e+02,5.013394688269072752e-01,4.381579846869018691e-01
2.380000000000000000e+02,5.015263962947771326e-01,4.381579846869018691e-01
2.390000000000000000e+02,5.016198600287120613e-01,4.381579846869018691e-01
2.400000000000000000e+02,5.015263962947771326e-01,4.376595114392489161e-01
2.410000000000000000e+02,5.014329325608422039e-01,4.374102748154224396e-01
2.420000000000000000e+02,5.012460050929723465e-01,4.372856565035092014e-01
2.430000000000000000e+02,5.011525413590374178e-01,4.362887100082034064e-01
2.440000000000000000e+02,5.010590776251024892e-01,4.361640916962901682e-01
2.450000000000000000e+02,5.012460050929723465e-01,4.365379466320298829e-01
2.460000000000000000e+02,5.010590776251024892e-01,4.364133283201166447e-01
2.470000000000000000e+02,5.007786864232977031e-01,4.369118015677695421e-01
2.480000000000000000e+02,5.008721501572326318e-01,4.367871832558563039e-01
2.490000000000000000e+02,5.007786864232977031e-01,4.369118015677695421e-01
2.500000000000000000e+02,5.007786864232977031e-01,4.369118015677695421e-01
2.510000000000000000e+02,5.006852226893628854e-01,4.372856565035092014e-01
2.520000000000000000e+02,5.005917589554279568e-01,4.375348931273357334e-01
2.530000000000000000e+02,5.005917589554279568e-01,4.376595114392489161e-01
2.540000000000000000e+02,5.007786864232977031e-01,4.376595114392489161e-01
2.550000000000000000e+02,5.008721501572326318e-01,4.374102748154224396e-01
2.560000000000000000e+02,5.009656138911675605e-01,4.370364198796827804e-01
2.570000000000000000e+02,5.009656138911675605e-01,4.374102748154224396e-01
2.580000000000000000e+02,5.008721501572326318e-01,4.370364198796827804e-01
2.590000000000000000e+02,5.010590776251024892e-01,4.372856565035092014e-01
2.600000000000000000e+02,5.010590776251024892e-01,4.375348931273357334e-01
2.610000000000000000e+02,5.010590776251024892e-01,4.377841297511621543e-01
2.620000000000000000e+02,5.011525413590374178e-01,4.379087480630752816e-01
2.630000000000000000e+02,5.009656138911675605e-01,4.380333663749886308e-01
2.640000000000000000e+02,5.009656138911675605e-01,4.377841297511621543e-01
2.650000000000000000e+02,5.008721501572326318e-01,4.382826029988149963e-01
2.660000000000000000e+02,5.010590776251024892e-01,4.387810762464679493e-01
2.670000000000000000e+02,5.008721501572326318e-01,4.387810762464679493e-01
2.680000000000000000e+02,5.010590776251024892e-01,4.389056945583811320e-01
2.690000000000000000e+02,5.012460050929723465e-01,4.385318396226414173e-01
2.700000000000000000e+02,5.009656138911675605e-01,4.385318396226414173e-01
2.710000000000000000e+02,5.010590776251024892e-01,4.382826029988149963e-01
2.720000000000000000e+02,5.010590776251024892e-01,4.381579846869018691e-01
2.730000000000000000e+02,5.010590776251024892e-01,4.380333663749886308e-01
2.740000000000000000e+02,5.010590776251024892e-01,4.385318396226414173e-01
2.750000000000000000e+02,5.011525413590374178e-01,4.385318396226414173e-01
2.760000000000000000e+02,5.012460050929723465e-01,4.385318396226414173e-01
2.770000000000000000e+02,5.013394688269072752e-01,4.389056945583811320e-01
2.780000000000000000e+02,5.013394688269072752e-01,4.390303128702943702e-01
2.790000000000000000e+02,5.015263962947771326e-01,4.390303128702943702e-01
2.800000000000000000e+02,5.015263962947771326e-01,4.386564579345547110e-01
2.810000000000000000e+02,5.016198600287120613e-01,4.391549311822076085e-01
2.820000000000000000e+02,5.015263962947771326e-01,4.391549311822076085e-01
2.830000000000000000e+02,5.018067874965818076e-01,4.389056945583811320e-01
2.840000000000000000e+02,5.019937149644517760e-01,4.386564579345547110e-01
2.850000000000000000e+02,5.019002512305167363e-01,4.386564579345547110e-01
2.860000000000000000e+02,5.017133237626468789e-01,4.386564579345547110e-01
2.870000000000000000e+02,5.017133237626468789e-01,4.386564579345547110e-01
2.880000000000000000e+02,5.017133237626468789e-01,4.386564579345547110e-01
2.890000000000000000e+02,5.017133237626468789e-01,4.387810762464679493e-01
2.900000000000000000e+02,5.017133237626468789e-01,4.387810762464679493e-01
2.910000000000000000e+02,5.017133237626468789e-01,4.386564579345547110e-01
2.920000000000000000e+02,5.018067874965818076e-01,4.387810762464679493e-01
2.930000000000000000e+02,5.019002512305167363e-01,4.389056945583811320e-01
2.940000000000000000e+02,5.018067874965818076e-01,4.389056945583811320e-01
2.950000000000000000e+02,5.018067874965818076e-01,4.387810762464679493e-01
2.960000000000000000e+02,5.018067874965818076e-01,4.386564579345547110e-01
2.970000000000000000e+02,5.017133237626468789e-01,4.386564579345547110e-01
2.980000000000000000e+02,5.016198600287120613e-01,4.386564579345547110e-01
2.990000000000000000e+02,5.016198600287120613e-01,4.386564579345547110e-01
3.000000000000000000e+02,5.016198600287120613e-01,4.389056945583811320e-01
3.010000000000000000e+02,5.017133237626468789e-01,4.391549311822076085e-01
3.020000000000000000e+02,5.018067874965818076e-01,4.387810762464679493e-01
3.030000000000000000e+02,5.019937149644517760e-01,4.382826029988149963e-01
3.040000000000000000e+02,5.019002512305167363e-01,4.369118015677695421e-01
3.050000000000000000e+02,5.019002512305167363e-01,4.374102748154224396e-01
3.060000000000000000e+02,5.019002512305167363e-01,4.374102748154224396e-01
3.070000000000000000e+02,5.019002512305167363e-01,4.374102748154224396e-01
3.080000000000000000e+02,5.017133237626468789e-01,4.374102748154224396e-01
3.090000000000000000e+02,5.016198600287120613e-01,4.375348931273357334e-01
3.100000000000000000e+02,5.017133237626468789e-01,4.376595114392489161e-01
3.110000000000000000e+02,5.017133237626468789e-01,4.377841297511621543e-01
3.120000000000000000e+02,5.022741061662564510e-01,4.376595114392489161e-01
3.130000000000000000e+02,5.022741061662564510e-01,4.376595114392489161e-01
3.140000000000000000e+02,5.022741061662564510e-01,4.375348931273357334e-01
3.150000000000000000e+02,5.022741061662564510e-01,4.377841297511621543e-01
3.160000000000000000e+02,5.023675699001913797e-01,4.375348931273357334e-01
3.170000000000000000e+02,5.022741061662564510e-01,4.374102748154224396e-01
3.180000000000000000e+02,5.022741061662564510e-01,4.372856565035092014e-01
3.190000000000000000e+02,5.021806424323215223e-01,4.374102748154224396e-01
3.200000000000000000e+02,5.021806424323215223e-01,4.374102748154224396e-01
3.210000000000000000e+02,5.022741061662564510e-01,4.375348931273357334e-01
3.220000000000000000e+02,5.020871786983867047e-01,4.372856565035092014e-01
3.230000000000000000e+02,5.020871786983867047e-01,4.375348931273357334e-01
3.240000000000000000e+02,5.020871786983867047e-01,4.376595114392489161e-01
3.250000000000000000e+02,5.019937149644517760e-01,4.376595114392489161e-01
3.260000000000000000e+02,5.021806424323215223e-01,4.376595114392489161e-01
3.270000000000000000e+02,5.019002512305167363e-01,4.376595114392489161e-01
3.280000000000000000e+02,5.017133237626468789e-01,4.381579846869018691e-01
3.290000000000000000e+02,5.010590776251024892e-01,4.381579846869018691e-01
3.300000000000000000e+02,4.996571216160787254e-01,4.381579846869018691e-01
3.310000000000000000e+02,4.969466733319661267e-01,4.382826029988149963e-01
3.320000000000000000e+02,4.925538778370248671e-01,4.385318396226414173e-01
3.330000000000000000e+02,4.865721988651900420e-01,4.387810762464679493e-01
3.340000000000000000e+02,4.815251572327043927e-01,4.405257326132530626e-01
3.350000000000000000e+02,4.745153771875854076e-01,4.407749692370795391e-01
3.360000000000000000e+02,4.675990608764014067e-01,4.402764959894266972e-01
3.370000000000000000e+02,4.570376589417555202e-01,4.412734424847324921e-01
3.380000000000000000e+02,4.465697207410445624e-01,4.417719157323853341e-01
3.390000000000000000e+02,4.404945780352748086e-01,4.420211523562118106e-01
3.400000000000000000e+02,4.275031190183209984e-01,4.423950072919515253e-01
3.410000000000000000e+02,4.186240642945036616e-01,4.420211523562118106e-01
3.420000000000000000e+02,4.088103722313370936e-01,4.417719157323853341e-01
3.430000000000000000e+02,3.975012604252118886e-01,4.417719157323853341e-01
3.440000000000000000e+02,3.872202496923707882e-01,4.417719157323853341e-01
3.450000000000000000e+02,3.790889048400328254e-01,4.423950072919515253e-01
3.460000000000000000e+02,3.732941533360677466e-01,4.430180988515176055e-01
3.470000000000000000e+02,3.635739250068361628e-01,4.430180988515176055e-01
3.480000000000000000e+02,3.568445361635220192e-01,4.430180988515176055e-01
3.490000000000000000e+02,3.510497846595569960e-01,4.423950072919515253e-01
3.500000000000000000e+02,3.401145277891713947e-01,4.422703889800381760e-01
3.510000000000000000e+02,3.338524576155318391e-01,4.421457706681250488e-01
3.520000000000000000e+02,3.273099962400874974e-01,4.421457706681250488e-01
3.530000000000000000e+02,3.230106644790812220e-01,4.421457706681250488e-01
3.540000000000000000e+02,3.147858558928082751e-01,4.421457706681250488e-01
3.550000000000000000e+02,3.081499307834290047e-01,4.420211523562118106e-01
3.560000000000000000e+02,3.049721638296417625e-01,4.468812665208276580e-01
3.570000000000000000e+02,3.008597595365052890e-01,4.471305031446540235e-01
3.580000000000000000e+02,2.985231661881322940e-01,4.475043580803937382e-01
3.590000000000000000e+02,2.918872410787530791e-01,4.497474876948317490e-01
3.600000000000000000e+02,2.900179664000546720e-01,4.502459609424847020e-01
3.610000000000000000e+02,2.878683005195515343e-01,4.513675257497036797e-01
3.620000000000000000e+02,2.880552279874213362e-01,4.523644722450095301e-01
3.630000000000000000e+02,2.882421554552911935e-01,4.524890905569227684e-01
3.640000000000000000e+02,2.888029378589007101e-01,4.524890905569227684e-01
3.650000000000000000e+02,2.890833290607054962e-01,4.523644722450095301e-01
3.660000000000000000e+02,2.911395312072737052e-01,4.522398539330962919e-01
3.670000000000000000e+02,2.935695882895816289e-01,4.519906173092698154e-01
3.680000000000000000e+02,2.963735003076292118e-01,4.507444341901375995e-01
3.690000000000000000e+02,2.976819925827180469e-01,4.493736327590922008e-01
3.700000000000000000e+02,3.013270782061798769e-01,4.458843200255218076e-01
3.710000000000000000e+02,3.030094254170084267e-01,4.442642819706498769e-01
3.720000000000000000e+02,3.033832803527481414e-01,4.441396636587366387e-01
3.730000000000000000e+02,3.037571352884878007e-01,4.440150453468234559e-01
3.740000000000000000e+02,3.040375264902925867e-01,4.441396636587366387e-01
3.750000000000000000e+02,3.044113814260322459e-01,4.437658087229969794e-01
3.760000000000000000e+02,3.046917726278370320e-01,4.433919537872572647e-01
3.770000000000000000e+02,3.045983088939020478e-01,4.430180988515176055e-01
3.780000000000000000e+02,3.045048451599671746e-01,4.427688622276911290e-01
3.790000000000000000e+02,3.041309902242274599e-01,4.421457706681250488e-01
3.800000000000000000e+02,3.032898166188132127e-01,4.418965340442986278e-01
3.810000000000000000e+02,3.031963528848782841e-01,4.422703889800381760e-01
3.820000000000000000e+02,3.029159616830735535e-01,4.422703889800381760e-01
3.830000000000000000e+02,3.026355704812687675e-01,4.422703889800381760e-01
3.840000000000000000e+02,3.018878606097894490e-01,4.426442439157778908e-01
3.850000000000000000e+02,3.011401507383100751e-01,4.428934805396043672e-01
3.860000000000000000e+02,3.004859046007656298e-01,4.430180988515176055e-01
3.870000000000000000e+02,3.002989771328958279e-01,4.430180988515176055e-01
