t,x,y
3.600000000000000000e+01,4.997505853500137096e-01,4.689387077294686068e-01
3.700000000000000000e+01,4.997505853500137096e-01,4.684402344818156538e-01
3.800000000000000000e+01,4.997505853500137096e-01,4.689387077294686068e-01
3.900000000000000000e+01,4.999375128178834560e-01,4.688140894175553686e-01
4.000000000000000000e+01,4.997505853500137096e-01,4.693125626652083215e-01
4.100000000000000000e+01,4.996571216160787254e-01,4.694371809771214488e-01
4.200000000000000000e+01,4.993767304142739394e-01,4.693125626652083215e-01
4.300000000000000000e+01,4.991898029464041375e-01,4.693125626652083215e-01
4.400000000000000000e+01,4.986290205427946209e-01,4.685648527937288921e-01
4.500000000000000000e+01,4.983486293409898904e-01,4.683156161699024711e-01
4.600000000000000000e+01,4.980682381391850488e-01,4.680663795460759946e-01
4.700000000000000000e+01,4.980682381391850488e-01,4.666955781150305405e-01
4.800000000000000000e+01,4.980682381391850488e-01,4.653247766839849753e-01
4.900000000000000000e+01,4.980682381391850488e-01,4.652001583720717925e-01
5.000000000000000000e+01,4.980682381391850488e-01,4.655740133078115073e-01
5.100000000000000000e+01,4.979747744052501202e-01,4.658232499316379283e-01
5.200000000000000000e+01,4.980682381391850488e-01,4.655740133078115073e-01
5.300000000000000000e+01,4.980682381391850488e-01,4.656986316197246900e-01
5.400000000000000000e+01,4.981617018731200330e-01,4.658232499316379283e-01
5.500000000000000000e+01,4.984420930749247081e-01,4.660724865554644047e-01
5.600000000000000000e+01,4.987224842767295496e-01,4.658232499316379283e-01
5.700000000000000000e+01,4.987224842767295496e-01,4.656986316197246900e-01
5.800000000000000000e+01,4.987224842767295496e-01,4.653247766839849753e-01
5.900000000000000000e+01,4.992832666803390662e-01,4.632062653814601472e-01
6.000000000000000000e+01,4.994701941482088681e-01,4.630816470695469644e-01
6.100000000000000000e+01,4.997505853500137096e-01,4.630816470695469644e-01
6.200000000000000000e+01,5.002179040196882420e-01,4.629570287576337262e-01
6.300000000000000000e+01,5.004048314875580994e-01,4.628324104457204879e-01
6.400000000000000000e+01,5.004982952214930281e-01,4.628324104457204879e-01
6.500000000000000000e+01,5.005917589554279568e-01,4.628324104457204879e-01
6.600000000000000000e+01,5.009656138911675605e-01,4.625831738218940115e-01
6.700000000000000000e+01,5.010590776251024892e-01,4.624585555099808842e-01
6.800000000000000000e+01,5.010590776251024892e-01,4.627077921338072497e-01
6.900000000000000000e+01,5.010590776251024892e-01,4.623339371980676460e-01
7.000000000000000000e+01,5.009656138911675605e-01,4.618354639504147485e-01
7.100000000000000000e+01,5.010590776251024892e-01,4.608385174551088981e-01
7.200000000000000000e+01,5.011525413590374178e-01,4.603400442074559451e-01
7.300000000000000000e+01,5.010590776251024892e-01,4.602154258955428179e-01
7.400000000000000000e+01,5.009656138911675605e-01,4.600908075836295796e-01
7.500000000000000000e+01,5.008721501572326318e-01,4.602154258955428179e-01
7.600000000000000000e+01,5.002179040196882420e-01,4.600908075836295796e-01
7.700000000000000000e+01,4.996571216160787254e-01,4.600908075836295796e-01
7.800000000000000000e+01,4.990963392124692088e-01,4.598415709598031031e-01
7.900000000000000000e+01,4.985355568088596923e-01,4.599661892717163414e-01
8.000000000000000000e+01,4.984420930749247081e-01,4.598415709598031031e-01
8.100000000000000000e+01,4.983486293409898904e-01,4.597169526478898649e-01
8.200000000000000000e+01,4.982551656070549617e-01,4.595923343359766822e-01
8.300000000000000000e+01,4.980682381391850488e-01,4.588446244644972527e-01
8.400000000000000000e+01,4.980682381391850488e-01,4.587200061525840700e-01
8.500000000000000000e+01,4.979747744052501202e-01,4.585953878406708317e-01
8.600000000000000000e+01,4.978813106713153025e-01,4.583461512168443552e-01
8.700000000000000000e+01,4.976009194695104609e-01,4.580969145930179898e-01
8.800000000000000000e+01,4.975074557355755323e-01,4.575984413453650368e-01
8.900000000000000000e+01,4.974139920016407146e-01,4.570999680977121393e-01
9.000000000000000000e+01,4.973205282677057859e-01,4.564768765381460036e-01
9.100000000000000000e+01,4.973205282677057859e-01,4.563522582262327654e-01
9.200000000000000000e+01,4.974139920016407146e-01,4.561030216024062889e-01
9.300000000000000000e+01,4.975074557355755323e-01,4.544829835475343582e-01
9.400000000000000000e+01,4.978813106713153025e-01,4.542337469237079373e-01
9.500000000000000000e+01,4.979747744052501202e-01,4.541091286117946435e-01
9.600000000000000000e+01,4.980682381391850488e-01,4.534860370522285078e-01
9.700000000000000000e+01,4.984420930749247081e-01,4.528629454926624276e-01
9.800000000000000000e+01,4.987224842767295496e-01,4.522398539330962919e-01
9.900000000000000000e+01,4.990963392124692088e-01,4.519906173092698154e-01
1.000000000000000000e+02,4.994701941482088681e-01,4.518659989973566327e-01
1.010000000000000000e+02,4.995636578821437968e-01,4.514921440616170289e-01
1.020000000000000000e+02,4.996571216160787254e-01,4.519906173092698154e-01
1.030000000000000000e+02,5.003113677536230597e-01,4.523644722450095301e-01
1.040000000000000000e+02,5.005917589554279568e-01,4.522398539330962919e-01
1.050000000000000000e+02,5.006852226893628854e-01,4.521152356211831091e-01
1.060000000000000000e+02,5.007786864232977031e-01,4.514921440616170289e-01
1.070000000000000000e+02,5.007786864232977031e-01,4.509936708139640760e-01
1.080000000000000000e+02,5.007786864232977031e-01,4.509936708139640760e-01
1.090000000000000000e+02,5.009656138911675605e-01,4.509936708139640760e-01
1.100000000000000000e+02,5.008721501572326318e-01,4.487505411995260096e-01
1.110000000000000000e+02,5.009656138911675605e-01,4.488751595114392479e-01
1.120000000000000000e+02,5.010590776251024892e-01,4.482520679518731122e-01
1.130000000000000000e+02,5.011525413590374178e-01,4.483766862637863504e-01
1.140000000000000000e+02,5.010590776251024892e-01,4.483766862637863504e-01
1.150000000000000000e+02,5.009656138911675605e-01,4.485013045756995331e-01
1.160000000000000000e+02,5.008721501572326318e-01,4.483766862637863504e-01
1.170000000000000000e+02,5.008721501572326318e-01,4.483766862637863504e-01
1.180000000000000000e+02,5.007786864232977031e-01,4.483766862637863504e-01
1.190000000000000000e+02,5.006852226893628854e-01,4.486259228876127714e-01
1.200000000000000000e+02,5.006852226893628854e-01,4.483766862637863504e-01
1.210000000000000000e+02,5.004048314875580994e-01,4.485013045756995331e-01
1.220000000000000000e+02,5.002179040196882420e-01,4.480028313280466357e-01
1.230000000000000000e+02,5.002179040196882420e-01,4.478782130161333974e-01
1.240000000000000000e+02,5.001244402857533133e-01,4.476289763923069209e-01
1.250000000000000000e+02,4.997505853500137096e-01,4.471305031446540235e-01
1.260000000000000000e+02,4.997505853500137096e-01,4.466320298970011815e-01
1.270000000000000000e+02,4.996571216160787254e-01,4.451366101540424336e-01
1.280000000000000000e+02,4.992832666803390662e-01,4.446381369063895916e-01
1.290000000000000000e+02,4.992832666803390662e-01,4.450119918421291954e-01
1.300000000000000000e+02,4.992832666803390662e-01,4.451366101540424336e-01
1.310000000000000000e+02,4.992832666803390662e-01,4.451366101540424336e-01
1.320000000000000000e+02,4.994701941482088681e-01,4.451366101540424336e-01
1.330000000000000000e+02,4.993767304142739394e-01,4.443889002825631152e-01
1.340000000000000000e+02,4.993767304142739394e-01,4.441396636587366387e-01
1.350000000000000000e+02,4.991898029464041375e-01,4.441396636587366387e-01
1.360000000000000000e+02,4.990028754785342802e-01,4.440150453468234559e-01
1.370000000000000000e+02,4.987224842767295496e-01,4.445135185944763534e-01
1.380000000000000000e+02,4.986290205427946209e-01,4.446381369063895916e-01
1.390000000000000000e+02,4.986290205427946209e-01,4.447627552183027189e-01
1.400000000000000000e+02,4.984420930749247081e-01,4.445135185944763534e-01
1.410000000000000000e+02,4.983486293409898904e-01,4.441396636587366387e-01
1.420000000000000000e+02,4.981617018731200330e-01,4.438904270349101622e-01
1.430000000000000000e+02,4.981617018731200330e-01,4.440150453468234559e-01
1.440000000000000000e+02,4.981617018731200330e-01,4.431427171634308437e-01
1.450000000000000000e+02,4.980682381391850488e-01,4.423950072919515253e-01
1.460000000000000000e+02,4.979747744052501202e-01,4.422703889800381760e-01
1.470000000000000000e+02,4.980682381391850488e-01,4.421457706681250488e-01
1.480000000000000000e+02,4.980682381391850488e-01,4.418965340442986278e-01
1.490000000000000000e+02,4.982551656070549617e-01,4.416472974204720958e-01
1.500000000000000000e+02,4.983486293409898904e-01,4.412734424847324921e-01
1.510000000000000000e+02,4.984420930749247081e-01,4.411488241728191984e-01
1.520000000000000000e+02,4.983486293409898904e-01,4.410242058609059601e-01
1.530000000000000000e+02,4.981617018731200330e-01,4.401518776775133479e-01
1.540000000000000000e+02,4.979747744052501202e-01,4.399026410536869824e-01
1.550000000000000000e+02,4.979747744052501202e-01,4.395287861179472677e-01
1.560000000000000000e+02,4.979747744052501202e-01,4.390303128702943702e-01
1.570000000000000000e+02,4.979747744052501202e-01,4.384072213107282345e-01
1.580000000000000000e+02,4.979747744052501202e-01,4.384072213107282345e-01
1.590000000000000000e+02,4.979747744052501202e-01,4.384072213107282345e-01
1.600000000000000000e+02,4.978813106713153025e-01,4.379087480630752816e-01
1.610000000000000000e+02,4.976943832034453896e-01,4.372856565035092014e-01
1.620000000000000000e+02,4.974139920016407146e-01,4.372856565035092014e-01
1.630000000000000000e+02,4.973205282677057859e-01,4.371610381915960186e-01
1.640000000000000000e+02,4.973205282677057859e-01,4.370364198796827804e-01
1.650000000000000000e+02,4.973205282677057859e-01,4.370364198796827804e-01
1.660000000000000000e+02,4.973205282677057859e-01,4.371610381915960186e-01
1.670000000000000000e+02,4.971336007998358730e-01,4.369118015677695421e-01
1.680000000000000000e+02,4.971336007998358730e-01,4.366625649439430656e-01
1.690000000000000000e+02,4.975074557355755323e-01,4.366625649439430656e-01
1.700000000000000000e+02,4.976009194695104609e-01,4.366625649439430656e-01
1.710000000000000000e+02,4.976009194695104609e-01,4.366625649439430656e-01
1.720000000000000000e+02,4.976943832034453896e-01,4.366625649439430656e-01
1.730000000000000000e+02,4.976943832034453896e-01,4.366625649439430656e-01
1.740000000000000000e+02,4.976943832034453896e-01,4.366625649439430656e-01
1.750000000000000000e+02,4.976943832034453896e-01,4.365379466320298829e-01
1.760000000000000000e+02,4.977878469373803738e-01,4.347932902652447140e-01
1.770000000000000000e+02,4.977878469373803738e-01,4.344194353295050548e-01
1.780000000000000000e+02,4.978813106713153025e-01,4.346686719533314758e-01
1.790000000000000000e+02,4.977878469373803738e-01,4.339209620818521018e-01
1.800000000000000000e+02,4.977878469373803738e-01,4.332978705222860216e-01
1.810000000000000000e+02,4.976943832034453896e-01,4.331732522103727834e-01
1.820000000000000000e+02,4.978813106713153025e-01,4.332978705222860216e-01
1.830000000000000000e+02,4.980682381391850488e-01,4.330486338984595451e-01
1.840000000000000000e+02,4.979747744052501202e-01,4.331732522103727834e-01
1.850000000000000000e+02,4.980682381391850488e-01,4.326747789627198859e-01
1.860000000000000000e+02,4.980682381391850488e-01,4.321763057150669884e-01
1.870000000000000000e+02,4.982551656070549617e-01,4.320516874031536947e-01
1.880000000000000000e+02,4.984420930749247081e-01,4.320516874031536947e-01
1.890000000000000000e+02,4.986290205427946209e-01,4.318024507793272737e-01
1.900000000000000000e+02,4.988159480106644783e-01,4.318024507793272737e-01
1.910000000000000000e+02,4.987224842767295496e-01,4.318024507793272737e-01
1.920000000000000000e+02,4.988159480106644783e-01,4.319270690912405120e-01
1.930000000000000000e+02,4.984420930749247081e-01,4.323009240269801712e-01
1.940000000000000000e+02,4.979747744052501202e-01,4.327993972746331242e-01
1.950000000000000000e+02,4.970401370659009443e-01,4.331732522103727834e-01
1.960000000000000000e+02,4.970401370659009443e-01,4.335471071461123871e-01
1.970000000000000000e+02,4.969466733319661267e-01,4.332978705222860216e-01
1.980000000000000000e+02,4.944231525157232188e-01,4.331732522103727834e-01
1.990000000000000000e+02,4.876937636724090197e-01,4.299331761006288666e-01
2.000000000000000000e+02,4.800297374897457003e-01,4.271915732385379028e-01
2.010000000000000000e+02,4.724591750410171986e-01,4.193406195880047260e-01
2.020000000000000000e+02,4.631128016475252740e-01,4.112404293136450728e-01
2.030000000000000000e+02,4.511494437038555683e-01,4.041371855345912145e-01
2.040000000000000000e+02,4.403076505674049512e-01,3.960369952602315613e-01
2.050000000000000000e+02,4.265684816789717670e-01,3.843228739403882765e-01
2.060000000000000000e+02,4.112404293136450173e-01,3.772196301613344183e-01
2.070000000000000000e+02,4.001182449753896697e-01,3.703656230061069810e-01
2.080000000000000000e+02,3.846967288761279913e-01,3.621408144198341450e-01
2.090000000000000000e+02,3.723595159967185708e-01,3.561591354479992089e-01
2.100000000000000000e+02,3.629196788692917730e-01,3.534175325859083006e-01
2.110000000000000000e+02,3.503020747880776220e-01,3.476850902378998964e-01
2.120000000000000000e+02,3.441334683483729395e-01,3.461896704949412040e-01
2.130000000000000000e+02,3.339459213494667678e-01,3.446942507519825116e-01
2.140000000000000000e+02,3.290858071848509758e-01,3.264999772126515043e-01
2.150000000000000000e+02,3.154401020303527203e-01,3.192721151216844078e-01
2.160000000000000000e+02,3.102995966639321423e-01,3.122934896545437877e-01
2.170000000000000000e+02,3.051590912975116199e-01,3.043179176920973172e-01
2.180000000000000000e+02,2.874009818498769464e-01,3.024486430133989101e-01
2.190000000000000000e+02,2.787088545939294115e-01,3.010778415823534560e-01
2.200000000000000000e+02,2.725402481542247846e-01,2.877436822076382961e-01
2.210000000000000000e+02,2.538475013672409353e-01,2.805158201166711995e-01
2.220000000000000000e+02,2.497350970741044340e-01,2.742849045210098979e-01
2.230000000000000000e+02,2.322573788282745189e-01,2.752818510163157484e-01
2.240000000000000000e+02,2.276776558654634852e-01,2.737864312733570005e-01
2.250000000000000000e+02,2.255279899849603475e-01,2.735371946495305795e-01
2.260000000000000000e+02,2.101064738856986691e-01,2.722910115303983081e-01
2.270000000000000000e+02,2.057136783907574373e-01,2.650631494394312115e-01
2.280000000000000000e+02,1.956195951257861665e-01,2.629446381369063834e-01
2.290000000000000000e+02,1.887032788146021378e-01,2.610753634582079763e-01
2.300000000000000000e+02,1.817869625034180814e-01,2.600784169629021814e-01
2.310000000000000000e+02,1.754314285958435693e-01,2.593307070914228074e-01
2.320000000000000000e+02,1.703843869633579478e-01,2.501089520098441210e-01
2.330000000000000000e+02,1.605706949001914075e-01,2.482396773311457139e-01
2.340000000000000000e+02,1.555236532677057582e-01,2.468688759001002320e-01
2.350000000000000000e+02,1.512243215066994828e-01,2.426318532950505480e-01
2.360000000000000000e+02,1.490746556261963174e-01,2.413856701759183043e-01
2.370000000000000000e+02,1.471119172135630371e-01,2.401394870567860329e-01
2.380000000000000000e+02,1.456164974706043169e-01,2.372732658827818586e-01
2.390000000000000000e+02,1.433733678561662506e-01,2.342824263968644460e-01
2.400000000000000000e+02,1.439341502597757672e-01,2.346562813326041608e-01
2.410000000000000000e+02,1.444014689294503551e-01,2.349055179564305817e-01
2.420000000000000000e+02,1.428125854525567340e-01,2.287992206726825184e-01
2.430000000000000000e+02,1.437472227919059375e-01,2.287992206726825184e-01
2.440000000000000000e+02,1.447753238651900420e-01,2.316654418466867205e-01
2.450000000000000000e+02,1.481400182868471416e-01,2.346562813326041608e-01
2.460000000000000000e+02,1.481400182868471416e-01,2.340331897730379973e-01
2.470000000000000000e+02,1.475792358832376250e-01,2.334100982134718894e-01
2.480000000000000000e+02,1.488877281583264878e-01,2.376471208185215456e-01
2.490000000000000000e+02,1.487942644243915591e-01,2.371486475708686481e-01
2.500000000000000000e+02,1.503831479012852079e-01,2.446257462856622211e-01
2.510000000000000000e+02,1.507570028370248949e-01,2.466196392762738110e-01
2.520000000000000000e+02,1.503831479012852079e-01,2.459965477167076753e-01
2.530000000000000000e+02,1.501962204334153506e-01,2.478658223954060824e-01
2.540000000000000000e+02,1.493550468280011034e-01,2.426318532950505480e-01
2.550000000000000000e+02,1.491681193601312461e-01,2.451242195333150908e-01
2.560000000000000000e+02,1.487008006904566304e-01,2.425072349831373375e-01
2.570000000000000000e+02,1.476726996171725259e-01,2.452488378452283291e-01
2.580000000000000000e+02,1.463642073420836631e-01,2.428810899188770245e-01
2.590000000000000000e+02,1.457099612045392456e-01,2.425072349831373375e-01
2.600000000000000000e+02,1.454295700027344596e-01,2.422579983593109165e-01
2.610000000000000000e+02,1.458034249384741465e-01,2.502335703217573593e-01
2.620000000000000000e+02,1.469249897456931797e-01,2.582091422842037742e-01
2.630000000000000000e+02,1.480465545529122129e-01,2.668078058062163804e-01
2.640000000000000000e+02,1.499158292316105923e-01,2.754064693282289311e-01
2.650000000000000000e+02,1.501027566994804219e-01,2.752818510163157484e-01
2.660000000000000000e+02,1.490746556261963174e-01,2.749079960805760336e-01
2.670000000000000000e+02,1.491681193601312461e-01,2.751572327044025101e-01
2.680000000000000000e+02,1.492615830940661470e-01,2.754064693282289311e-01
2.690000000000000000e+02,1.494485105619360044e-01,2.756557059520554076e-01
2.700000000000000000e+02,1.496354380298058340e-01,2.755310876401421694e-01
2.710000000000000000e+02,1.504766116352201089e-01,2.761541791997083051e-01
2.720000000000000000e+02,1.508504665709597958e-01,2.767772707592744408e-01
2.730000000000000000e+02,1.510373940388296254e-01,2.780234538784067122e-01
2.740000000000000000e+02,1.510373940388296254e-01,2.783973088141463714e-01
2.750000000000000000e+02,1.510373940388296254e-01,2.781480721903198949e-01
2.760000000000000000e+02,1.509439303048947245e-01,2.783973088141463714e-01
2.770000000000000000e+02,1.509439303048947245e-01,2.785219271260596097e-01
2.780000000000000000e+02,1.498223654976756913e-01,2.785219271260596097e-01
2.790000000000000000e+02,1.498223654976756913e-01,2.786465454379727924e-01
2.800000000000000000e+02,1.498223654976756913e-01,2.788957820617992689e-01
2.810000000000000000e+02,1.493550468280011034e-01,2.790204003737125071e-01
2.820000000000000000e+02,1.488877281583264878e-01,2.786465454379727924e-01
2.830000000000000000e+02,1.489811918922614165e-01,2.793942553094521664e-01
2.840000000000000000e+02,1.486073369565217295e-01,2.790204003737125071e-01
2.850000000000000000e+02,1.487008006904566304e-01,2.786465454379727924e-01
2.860000000000000000e+02,1.487942644243915591e-01,2.785219271260596097e-01
2.870000000000000000e+02,1.487942644243915591e-01,2.787711637498860306e-01
2.880000000000000000e+02,1.487942644243915591e-01,2.787711637498860306e-01
2.890000000000000000e+02,1.489811918922614165e-01,2.786465454379727924e-01
2.900000000000000000e+02,1.490746556261963174e-01,2.786465454379727924e-01
2.910000000000000000e+02,1.501962204334153506e-01,2.782726905022331887e-01
2.920000000000000000e+02,1.501962204334153506e-01,2.776495989426669975e-01
2.930000000000000000e+02,1.501027566994804219e-01,2.778988355664934740e-01
2.940000000000000000e+02,1.501027566994804219e-01,2.776495989426669975e-01
2.950000000000000000e+02,1.501027566994804219e-01,2.774003623188405210e-01
2.960000000000000000e+02,1.502896841673502792e-01,2.766526524473612025e-01
2.970000000000000000e+02,1.504766116352201089e-01,2.765280341354479643e-01
2.980000000000000000e+02,1.504766116352201089e-01,2.762787975116214878e-01
2.990000000000000000e+02,1.501027566994804219e-01,2.752818510163157484e-01
3.000000000000000000e+02,1.497289017637407627e-01,2.744095228329231362e-01
3.010000000000000000e+02,1.497289017637407627e-01,2.745341411448363744e-01
3.020000000000000000e+02,1.497289017637407627e-01,2.744095228329231362e-01
3.030000000000000000e+02,1.494485105619360044e-01,2.742849045210098979e-01
3.040000000000000000e+02,1.495419742958709330e-01,2.742849045210098979e-01
3.050000000000000000e+02,1.493550468280011034e-01,2.741602862090966597e-01
3.060000000000000000e+02,1.491681193601312461e-01,2.740356678971834770e-01
3.070000000000000000e+02,1.491681193601312461e-01,2.730387214018776265e-01
3.080000000000000000e+02,1.491681193601312461e-01,2.726648664661380228e-01
3.090000000000000000e+02,1.488877281583264878e-01,2.725402481542247290e-01
3.100000000000000000e+02,1.488877281583264878e-01,2.727894847780512055e-01
3.110000000000000000e+02,1.487942644243915591e-01,2.729141030899644438e-01
3.120000000000000000e+02,1.485138732225868285e-01,2.727894847780512055e-01
3.130000000000000000e+02,1.486073369565217295e-01,2.730387214018776265e-01
3.140000000000000000e+02,1.486073369565217295e-01,2.724156298423115463e-01
3.150000000000000000e+02,1.487008006904566304e-01,2.731633397137908648e-01
3.160000000000000000e+02,1.487008006904566304e-01,2.732879580257041030e-01
3.170000000000000000e+02,1.487942644243915591e-01,2.734125763376173412e-01
3.180000000000000000e+02,1.484204094886518999e-01,2.729141030899644438e-01
3.190000000000000000e+02,1.484204094886518999e-01,2.726648664661380228e-01
3.200000000000000000e+02,1.485138732225868285e-01,2.724156298423115463e-01
3.210000000000000000e+02,1.484204094886518999e-01,2.725402481542247290e-01
3.220000000000000000e+02,1.484204094886518999e-01,2.722910115303983081e-01
3.230000000000000000e+02,1.481400182868471416e-01,2.720417749065718316e-01
3.240000000000000000e+02,1.480465545529122129e-01,2.719171565946585933e-01
3.250000000000000000e+02,1.478596270850423555e-01,2.716679199708321724e-01
3.260000000000000000e+02,1.476726996171725259e-01,2.714186833470057514e-01
3.270000000000000000e+02,1.478596270850423555e-01,2.711694467231792749e-01
3.280000000000000000e+02,1.477661633511074546e-01,2.709202100993527984e-01
3.290000000000000000e+02,1.479530908189773120e-01,2.711694467231792749e-01
3.300000000000000000e+02,1.478596270850423555e-01,2.707955917874396157e-01
3.310000000000000000e+02,1.480465545529122129e-01,2.705463551636131392e-01
3.320000000000000000e+02,1.477661633511074546e-01,2.702971185397867182e-01
3.330000000000000000e+02,1.475792358832376250e-01,2.699232636040470035e-01
3.340000000000000000e+02,1.476726996171725259e-01,2.683032255491751283e-01
3.350000000000000000e+02,1.472988446814328667e-01,2.666831874943031422e-01
3.360000000000000000e+02,1.470184534796281084e-01,2.658108593109105855e-01
3.370000000000000000e+02,1.469249897456931797e-01,2.650631494394312115e-01
3.380000000000000000e+02,1.469249897456931797e-01,2.650631494394312115e-01
3.390000000000000000e+02,1.466445985438884214e-01,2.640662029441254166e-01
3.400000000000000000e+02,1.467380622778233501e-01,2.641908212560385993e-01
3.410000000000000000e+02,1.466445985438884214e-01,2.643154395679518376e-01
3.420000000000000000e+02,1.466445985438884214e-01,2.646892945036915523e-01
3.430000000000000000e+02,1.466445985438884214e-01,2.650631494394312115e-01
3.440000000000000000e+02,1.466445985438884214e-01,2.645646761917783141e-01
3.450000000000000000e+02,1.466445985438884214e-01,2.650631494394312115e-01
3.460000000000000000e+02,1.467380622778233501e-01,2.648139128156047906e-01
3.470000000000000000e+02,1.463642073420836631e-01,2.645646761917783141e-01
3.480000000000000000e+02,1.466445985438884214e-01,2.644400578798650758e-01
3.490000000000000000e+02,1.463642073420836631e-01,2.641908212560385993e-01
3.500000000000000000e+02,1.460838161402789048e-01,2.648139128156047906e-01
3.510000000000000000e+02,1.460838161402789048e-01,2.655616226870841090e-01
3.520000000000000000e+02,1.460838161402789048e-01,2.651877677513444498e-01
3.530000000000000000e+02,1.462707436081487344e-01,2.649385311275179733e-01
3.540000000000000000e+02,1.463642073420836631e-01,2.649385311275179733e-01
3.550000000000000000e+02,1.463642073420836631e-01,2.649385311275179733e-01
3.560000000000000000e+02,1.466445985438884214e-01,2.649385311275179733e-01
3.570000000000000000e+02,1.464576710760185640e-01,2.650631494394312115e-01
3.580000000000000000e+02,1.462707436081487344e-01,2.645646761917783141e-01
3.590000000000000000e+02,1.466445985438884214e-01,2.649385311275179733e-01
3.600000000000000000e+02,1.466445985438884214e-01,2.653123860632576325e-01
3.610000000000000000e+02,1.465511348099535205e-01,2.654370043751708708e-01
3.620000000000000000e+02,1.467380622778233501e-01,2.654370043751708708e-01
3.630000000000000000e+02,1.467380622778233501e-01,2.656862409989973473e-01
3.640000000000000000e+02,1.468315260117582510e-01,2.664339508704767212e-01
3.650000000000000000e+02,1.468315260117582510e-01,2.664339508704767212e-01
3.660000000000000000e+02,1.467380622778233501e-01,2.663093325585634275e-01
3.670000000000000000e+02,1.464576710760185640e-01,2.654370043751708708e-01
3.680000000000000000e+02,1.464576710760185640e-01,2.630692564488195662e-01
3.690000000000000000e+02,1.465511348099535205e-01,2.629446381369063834e-01
3.700000000000000000e+02,1.466445985438884214e-01,2.626954015130799625e-01
3.710000000000000000e+02,1.465511348099535205e-01,2.628200198249931452e-01
3.720000000000000000e+02,1.464576710760185640e-01,2.623215465773402477e-01
3.730000000000000000e+02,1.466445985438884214e-01,2.625707832011666687e-01
3.740000000000000000e+02,1.463642073420836631e-01,2.623215465773402477e-01
3.750000000000000000e+02,1.463642073420836631e-01,2.621969282654270095e-01
3.760000000000000000e+02,1.463642073420836631e-01,2.616984550177741120e-01
3.770000000000000000e+02,1.460838161402789048e-01,2.611999817701212145e-01
3.780000000000000000e+02,1.460838161402789048e-01,2.610753634582079763e-01
3.790000000000000000e+02,1.459903524063439761e-01,2.611999817701212145e-01
3.800000000000000000e+02,1.458034249384741465e-01,2.609507451462947381e-01
3.810000000000000000e+02,1.456164974706043169e-01,2.609507451462947381e-01
3.820000000000000000e+02,1.457099612045392456e-01,2.609507451462947381e-01
3.830000000000000000e+02,1.457099612045392456e-01,2.607015085224682616e-01
3.840000000000000000e+02,1.458034249384741465e-01,2.604522718986418406e-01
3.850000000000000000e+02,1.459903524063439761e-01,2.605768902105550788e-01
3.860000000000000000e+02,1.462707436081487344e-01,2.608261268343815553e-01
3.870000000000000000e+02,1.463642073420836631e-01,2.603276535867286579e-01
